first,last,pos,value,id,W,SV,SO,-ERA,-WHIP,QS(=1),H,BB,IPOuts,HBP,IBB,L,G,GS,CG,SHO,ER,HR,WP,BK,BFP,GF,R,age,years played,weight,height
Brian,Ellington,P,1.29735180153,ellinbr02,2,0,18,-2.88,-0.4,1,17.0,13.0,75.0,2.0,2.0,1.0,23.0,0.0,0.0,0.0,8.0,1.0,1.0,0.0,105.0,9.0,10.0,25,0,195,76
Robbie,Erlin,P,0.78106130438,erlinro01,1,0,10,-4.76,-0.35294117647058826,1,16.0,2.0,51.0,1.0,0.0,2.0,3.0,3.0,0.0,0.0,9.0,1.0,1.0,0.0,65.0,0.0,9.0,25,2,195,72
Dana,Eveland,P,0.362645002173,evelada01,0,0,4,-5.4,-0.8,1,5.0,3.0,10.0,0.0,1.0,1.0,10.0,0.0,0.0,0.0,2.0,1.0,1.0,0.0,18.0,1.0,2.0,32,10,235,73
Jeurys,Familia,P,61.5446140795,familje01,2,43,86,-1.85,-0.3333333333333333,1,59.0,19.0,234.0,2.0,1.0,2.0,76.0,0.0,0.0,0.0,16.0,6.0,4.0,0.0,308.0,65.0,16.0,26,3,240,75
Jose,Fernandez,P,5.32262102266,fernajo02,6,0,79,-2.92,-0.3865979381443299,1,61.0,14.0,194.0,2.0,0.0,1.0,11.0,11.0,0.0,0.0,21.0,4.0,2.0,0.0,265.0,0.0,21.0,23,2,215,74
Mike,Fiers,P,7.89048477271,fiersmi01,5,0,121,-3.89,-0.4519774011299435,1,117.0,43.0,354.0,5.0,5.0,9.0,21.0,21.0,0.0,0.0,51.0,14.0,6.0,0.0,509.0,0.0,57.0,30,4,200,74
Brandon,Finnegan,P,1.6972968475,finnebr01,2,0,24,-4.18,-0.4084507042253521,1,21.0,8.0,71.0,0.0,0.0,2.0,6.0,4.0,0.0,0.0,11.0,5.0,0.0,0.0,98.0,0.0,11.0,22,1,185,71
Doug,Fister,P,5.60031393451,fistedo01,5,1,63,-4.19,-0.46601941747572817,1,120.0,24.0,309.0,6.0,3.0,7.0,25.0,15.0,0.0,0.0,48.0,14.0,1.0,0.0,449.0,2.0,56.0,31,6,210,80
Yohan,Flande,P,2.94802011606,flandyo01,3,0,43,-4.74,-0.47804878048780486,1,73.0,25.0,205.0,1.0,3.0,3.0,19.0,10.0,0.0,0.0,36.0,14.0,1.0,1.0,296.0,2.0,36.0,29,1,180,74
Kendry,Flores,P,0.723440499923,floreke01,1,0,9,-4.97,-0.5263157894736842,1,16.0,4.0,38.0,1.0,1.0,2.0,7.0,1.0,0.0,0.0,7.0,0.0,0.0,0.0,57.0,3.0,8.0,24,0,175,74
Mike,Foltynewicz,P,5.13845544383,foltymi01,4,0,77,-5.71,-0.5423076923076923,1,112.0,29.0,260.0,4.0,0.0,6.0,18.0,15.0,0.0,0.0,55.0,17.0,3.0,1.0,399.0,1.0,63.0,24,1,220,76
Jeff,Francoeur,OF,0.252686515003,francje02,0,0,1,-9.0,-0.6666666666666666,1,1.0,3.0,6.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,2.0,1.0,0.0,0.0,11.0,1.0,2.0,31,10,220,76
Jason,Frasor,P,0.24827422726,frasoja01,0,0,4,-0.0,-0.42857142857142855,1,3.0,3.0,14.0,0.0,1.0,0.0,6.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,20.0,0.0,0.0,38,11,180,69
Carlos,Frias,P,3.05273790257,friasca01,5,0,43,-4.06,-0.4892703862660944,1,88.0,26.0,233.0,3.0,1.0,5.0,17.0,13.0,0.0,0.0,35.0,7.0,3.0,0.0,333.0,1.0,38.0,26,1,195,76
Christian,Friedrich,P,2.90427886562,friedch01,0,0,45,-5.25,-0.5714285714285714,1,75.0,25.0,175.0,1.0,2.0,4.0,68.0,0.0,0.0,0.0,34.0,5.0,3.0,0.0,270.0,13.0,37.0,28,3,215,76
Frank,Garces,P,1.97240332247,garcefr01,0,0,30,-5.21,-0.5526315789473685,1,41.0,22.0,114.0,1.0,1.0,1.0,40.0,1.0,0.0,0.0,22.0,9.0,3.0,0.0,173.0,11.0,23.0,25,1,175,71
Santiago,Casilla,P,53.6767401092,garcija01,4,38,62,-2.79,-0.42528735632183906,1,51.0,23.0,174.0,2.0,2.0,2.0,67.0,0.0,0.0,0.0,18.0,6.0,1.0,0.0,244.0,55.0,19.0,35,11,210,72
Jaime,Garcia,P,6.66771702098,garcija02,10,0,97,-2.43,-0.3496143958868895,1,106.0,30.0,389.0,3.0,0.0,6.0,20.0,20.0,0.0,0.0,35.0,6.0,4.0,0.0,510.0,0.0,37.0,29,7,215,74
Luis,Garcia,P,6.8298031978,garcilu03,4,2,63,-3.51,-0.545,1,72.0,37.0,200.0,0.0,8.0,6.0,72.0,0.0,0.0,0.0,26.0,4.0,6.0,1.0,304.0,14.0,28.0,28,2,230,75
Yimi,Garcia,P,5.77353387918,garciyi01,3,1,68,-3.34,-0.3176470588235294,1,44.0,10.0,170.0,2.0,1.0,5.0,59.0,1.0,0.0,0.0,21.0,8.0,1.0,0.0,225.0,15.0,23.0,25,1,210,73
Matt,Garza,P,6.93173212823,garzama01,6,0,104,-5.63,-0.5224215246636771,1,176.0,57.0,446.0,2.0,3.0,14.0,26.0,25.0,0.0,0.0,93.0,23.0,7.0,0.0,666.0,1.0,102.0,32,9,215,76
Cory,Gearrin,P,0.414335470153,gearrco01,0,0,5,-4.91,-0.18181818181818182,1,1.0,1.0,11.0,0.0,0.0,0.0,7.0,0.0,0.0,0.0,2.0,0.0,0.0,0.0,13.0,0.0,2.0,29,4,215,75
Dillon,Gee,P,1.67667458186,geedi01,0,0,25,-5.9,-0.5546218487394958,1,55.0,11.0,119.0,1.0,3.0,3.0,8.0,7.0,0.0,0.0,26.0,5.0,0.0,0.0,183.0,0.0,29.0,29,5,205,73
Gonzalez,Germen,P,0.65539675301,germego01,0,0,8,-7.5,-0.7222222222222222,1,8.0,5.0,18.0,0.0,2.0,0.0,6.0,0.0,0.0,0.0,5.0,0.0,0.0,0.0,29.0,2.0,5.0,28,2,200,73
Gonzalez,Germen,P,2.9369193698,germego01,0,1,25,-3.86,-0.5510204081632653,1,33.0,21.0,98.0,0.0,1.0,0.0,29.0,1.0,0.0,0.0,14.0,4.0,3.0,0.0,147.0,3.0,14.0,28,2,200,73
Ken,Giles,P,25.3472210083,gileske01,6,15,87,-1.8,-0.4,1,59.0,25.0,210.0,1.0,2.0,3.0,69.0,0.0,0.0,0.0,14.0,2.0,1.0,0.0,298.0,28.0,23.0,25,1,205,74
Sean,Gilmartin,P,3.58693211064,gilmase01,3,0,54,-2.67,-0.3953488372093023,1,50.0,18.0,172.0,2.0,5.0,2.0,50.0,1.0,0.0,0.0,17.0,2.0,1.0,0.0,235.0,13.0,17.0,25,0,205,74
Zack,Godley,P,2.47569448861,godleza01,5,0,34,-3.19,-0.41818181818181815,1,29.0,17.0,110.0,3.0,1.0,1.0,9.0,6.0,0.0,0.0,13.0,4.0,2.0,0.0,150.0,1.0,13.0,25,0,245,75
Erik,Goeddel,P,2.22135779654,goedder01,1,0,34,-2.43,-0.33,1,24.0,9.0,100.0,2.0,2.0,1.0,35.0,0.0,0.0,0.0,9.0,1.0,2.0,0.0,132.0,9.0,9.0,27,1,190,75
David,Goforth,P,1.63413626994,goforda01,1,0,24,-4.01,-0.5405405405405406,1,32.0,8.0,74.0,0.0,2.0,0.0,20.0,0.0,0.0,0.0,11.0,4.0,2.0,0.0,111.0,9.0,13.0,27,0,205,70
Jonny,Gomes,OF,0.443304473191,gomesjo01,0,0,1,-18.0,-1.0,1,3.0,0.0,3.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,2.0,1.0,0.0,0.0,6.0,1.0,2.0,35,12,230,73
Jeanmar,Gomez,P,3.28629899012,gomezje01,2,0,50,-3.01,-0.4419642857142857,1,82.0,17.0,224.0,2.0,4.0,3.0,65.0,0.0,0.0,0.0,25.0,4.0,3.0,0.0,319.0,21.0,28.0,27,5,220,75
Gio,Gonzalez,P,11.2250176192,gonzagi01,11,0,169,-3.79,-0.47438330170777987,1,181.0,69.0,527.0,4.0,3.0,8.0,31.0,31.0,0.0,0.0,74.0,8.0,4.0,0.0,758.0,0.0,79.0,30,7,210,72
Marco,Gonzales,P,0.347995494097,gonzama02,0,0,1,-13.5,-1.0,1,7.0,1.0,8.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,4.0,1.0,0.0,0.0,16.0,0.0,4.0,23,1,195,73
Severino,Gonzalez,P,2.08434344239,gonzase01,3,0,28,-7.92,-0.5543478260869565,1,44.0,7.0,92.0,4.0,0.0,3.0,7.0,7.0,0.0,0.0,27.0,5.0,0.0,1.0,143.0,0.0,27.0,23,0,155,74
Matt,Grace,P,1.07788206573,gracema02,2,0,14,-4.24,-0.6666666666666666,1,26.0,8.0,51.0,1.0,2.0,1.0,26.0,0.0,0.0,0.0,8.0,0.0,1.0,0.0,84.0,5.0,11.0,27,0,205,75
Jon,Gray,P,2.59986641802,grayjo02,0,0,40,-5.53,-0.5409836065573771,1,52.0,14.0,122.0,2.0,2.0,2.0,9.0,9.0,0.0,0.0,25.0,4.0,3.0,0.0,185.0,0.0,26.0,24,0,235,76
Kevin,Gregg,P,1.08351089724,greggke01,0,0,14,-10.13,-0.5625,1,13.0,5.0,32.0,0.0,0.0,2.0,11.0,0.0,0.0,0.0,12.0,3.0,1.0,0.0,51.0,2.0,12.0,37,12,245,78
Zack,Greinke,P,13.5805100927,greinza01,19,0,200,-1.66,-0.281437125748503,1,148.0,40.0,668.0,5.0,1.0,3.0,32.0,32.0,1.0,0.0,41.0,14.0,7.0,0.0,843.0,0.0,43.0,32,11,195,72
Jason,Grilli,P,34.3168702413,grillja01,3,24,45,-2.94,-0.37623762376237624,1,28.0,10.0,101.0,0.0,1.0,4.0,36.0,0.0,0.0,0.0,11.0,2.0,2.0,0.0,140.0,29.0,13.0,39,15,230,76
Justin,Grimm,P,8.28977567891,grimmju01,3,3,67,-1.99,-0.3825503355704698,1,31.0,26.0,149.0,1.0,1.0,5.0,62.0,0.0,0.0,0.0,11.0,4.0,8.0,0.0,204.0,11.0,18.0,27,3,210,75
Deolis,Guerra,P,1.31153042799,guerrde01,2,0,17,-6.48,-0.58,1,26.0,3.0,50.0,1.0,0.0,0.0,10.0,0.0,0.0,0.0,12.0,5.0,2.0,0.0,74.0,4.0,12.0,26,0,245,77
Preston,Guilmet,P,0.633922431379,guilmpr01,0,0,1,-27.0,-1.0,1,4.0,2.0,6.0,0.0,0.0,0.0,2.0,0.0,0.0,0.0,6.0,1.0,0.0,0.0,12.0,1.0,6.0,28,2,200,74
Jason,Gurka,OF,0.633357967415,gurkaja01,0,0,7,-9.39,-0.782608695652174,1,16.0,2.0,23.0,0.0,0.0,0.0,9.0,0.0,0.0,0.0,8.0,1.0,0.0,0.0,39.0,4.0,8.0,27,0,180,72
David,Hale,P,4.2129668647,haleda02,5,0,61,-6.09,-0.48936170212765956,1,95.0,20.0,235.0,2.0,2.0,5.0,17.0,12.0,0.0,0.0,53.0,14.0,11.0,0.0,346.0,0.0,56.0,28,2,210,74
Cody,Hall,P,0.571724827601,hallco01,0,0,7,-6.48,-0.56,1,10.0,4.0,25.0,1.0,0.0,0.0,7.0,0.0,0.0,0.0,6.0,1.0,0.0,0.0,41.0,1.0,6.0,27,0,220,76
Cole,Hamels,P,8.93784675459,hamelco01,6,0,137,-3.64,-0.39378238341968913,1,113.0,39.0,386.0,6.0,3.0,7.0,20.0,20.0,1.0,1.0,52.0,12.0,7.0,2.0,537.0,0.0,53.0,32,9,200,75
Jason,Hammel,P,11.3506042849,hammeja01,10,0,172,-3.74,-0.38671875,1,158.0,40.0,512.0,6.0,4.0,7.0,31.0,31.0,0.0,0.0,71.0,23.0,10.0,0.0,710.0,0.0,79.0,33,9,225,78
Brad,Hand,P,4.50908616869,handbr01,4,0,67,-5.3,-0.49642857142857144,1,107.0,32.0,280.0,3.0,1.0,7.0,38.0,12.0,0.0,0.0,55.0,9.0,2.0,0.0,408.0,7.0,55.0,25,4,215,75
Donovan,Hand,P,0.186205670445,handdo01,0,0,3,-0.0,-0.3333333333333333,1,2.0,1.0,9.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,13.0,0.0,0.0,29,2,235,75
J. A.,Happ,P,4.73883311338,happja01,7,0,69,-1.85,-0.34210526315789475,1,52.0,13.0,190.0,0.0,1.0,2.0,11.0,11.0,0.0,0.0,13.0,3.0,2.0,0.0,249.0,0.0,13.0,33,8,205,77
Aaron,Harang,P,7.16369793017,haranaa01,6,0,108,-4.86,-0.46421663442940037,1,189.0,51.0,517.0,6.0,3.0,15.0,29.0,29.0,0.0,0.0,93.0,26.0,4.0,0.0,748.0,0.0,100.0,37,13,260,79
Dan,Haren,P,5.95138793668,harenda01,7,0,88,-3.42,-0.3643410852713178,1,116.0,25.0,387.0,7.0,1.0,7.0,21.0,21.0,0.0,0.0,49.0,21.0,2.0,0.0,524.0,0.0,50.0,35,12,215,77
Dan,Haren,P,3.05418745461,harenda01,4,0,44,-4.01,-0.4057142857142857,1,58.0,13.0,175.0,1.0,1.0,2.0,11.0,11.0,0.0,0.0,26.0,10.0,3.0,0.0,244.0,0.0,29.0,35,12,215,77
Mitch,Harris,P,1.12787815186,harrimi03,2,0,15,-3.67,-0.5308641975308642,1,30.0,13.0,81.0,0.0,0.0,1.0,26.0,0.0,0.0,0.0,11.0,4.0,2.0,0.0,122.0,7.0,14.0,30,0,215,76
Matt,Harvey,P,12.500566076,harvema01,13,0,188,-2.71,-0.3397887323943662,1,156.0,37.0,568.0,5.0,2.0,8.0,29.0,29.0,0.0,0.0,57.0,18.0,4.0,0.0,755.0,0.0,62.0,26,3,215,76
Chris,Hatcher,P,8.26372456844,hatchch02,3,4,45,-3.69,-0.41025641025641024,1,35.0,13.0,117.0,3.0,2.0,5.0,49.0,0.0,0.0,0.0,16.0,4.0,3.0,0.0,166.0,12.0,19.0,30,5,200,73
Marcus,Hatley,P,0.12413711363,hatlema01,0,0,2,-0.0,-0.75,1,1.0,2.0,4.0,0.0,0.0,0.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,7.0,1.0,0.0,27,0,220,77
LaTroy,Hawkins,P,4.04427679529,hawkila01,2,2,20,-3.63,-0.3880597014925373,1,22.0,4.0,67.0,0.0,1.0,1.0,24.0,0.0,0.0,0.0,9.0,3.0,1.0,0.0,89.0,11.0,9.0,43,20,220,77
Jeremy,Hellickson,P,8.14418607158,hellije01,9,0,121,-4.62,-0.4429223744292237,1,151.0,43.0,438.0,6.0,3.0,12.0,27.0,27.0,0.0,0.0,75.0,22.0,5.0,0.0,636.0,0.0,79.0,28,5,190,73
Kyle,Hendricks,P,10.925589221,hendrky01,8,0,167,-3.95,-0.387037037037037,1,166.0,43.0,540.0,8.0,1.0,7.0,32.0,32.0,1.0,1.0,79.0,17.0,3.0,1.0,739.0,0.0,82.0,26,1,190,75
David,Hernandez,P,2.19847182002,hernada01,1,0,33,-4.28,-0.43564356435643564,1,33.0,11.0,101.0,3.0,0.0,5.0,40.0,0.0,0.0,0.0,16.0,6.0,1.0,0.0,144.0,7.0,18.0,30,6,245,75
Keith,Hessler,P,0.914896260031,hesslke01,0,0,12,-8.03,-0.5405405405405406,1,16.0,4.0,37.0,0.0,1.0,1.0,18.0,0.0,0.0,0.0,11.0,4.0,1.0,0.0,57.0,1.0,11.0,26,0,215,76
Chris,Heston,P,9.55004680825,hestoch01,12,0,141,-3.95,-0.4371482176360225,1,169.0,64.0,533.0,13.0,3.0,11.0,31.0,31.0,2.0,1.0,78.0,16.0,5.0,1.0,746.0,0.0,82.0,27,1,195,75
Taylor,Hill,P,0.638041160581,hillta01,0,0,9,-3.75,-0.5,1,14.0,4.0,36.0,1.0,0.0,0.0,6.0,0.0,0.0,0.0,5.0,2.0,0.0,0.0,51.0,4.0,5.0,26,1,230,75
Dalier,Hinojosa,P,1.4390799484,hinojda01,2,0,21,-0.78,-0.3333333333333333,1,15.0,8.0,69.0,0.0,1.0,0.0,18.0,0.0,0.0,0.0,2.0,1.0,1.0,0.0,93.0,4.0,3.0,29,0,230,73
David,Holmberg,P,1.15197823961,holmbda01,1,0,15,-7.62,-0.611764705882353,1,36.0,16.0,85.0,2.0,0.0,4.0,6.0,6.0,0.0,0.0,24.0,10.0,1.0,0.0,136.0,0.0,24.0,24,2,245,75
J. J.,Hoover,P,5.0697651415,hoovejj01,8,1,52,-2.94,-0.38860103626943004,1,44.0,31.0,193.0,2.0,1.0,2.0,67.0,0.0,0.0,0.0,21.0,7.0,3.0,0.0,264.0,12.0,24.0,28,3,245,75
Adrian,Houser,P,0.0,housead01,0,0,0,-0.0,-0.5,1,1.0,2.0,6.0,0.0,0.0,0.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,8.0,2.0,0.0,22,0,230,76
J. P.,Howell,P,4.11177241323,howeljp01,6,1,39,-1.43,-0.4621212121212121,1,47.0,14.0,132.0,2.0,1.0,1.0,65.0,0.0,0.0,0.0,7.0,3.0,3.0,1.0,190.0,18.0,9.0,32,10,180,72
Daniel,Hudson,P,9.94066762319,hudsoda01,4,4,71,-3.86,-0.43842364532019706,1,64.0,25.0,203.0,0.0,2.0,3.0,64.0,1.0,0.0,0.0,29.0,7.0,5.0,0.0,290.0,13.0,34.0,28,6,235,75
Tim,Hudson,P,4.54290595784,hudsoti01,8,0,64,-4.44,-0.4609164420485175,1,134.0,37.0,371.0,7.0,1.0,9.0,24.0,22.0,0.0,0.0,61.0,13.0,4.0,0.0,525.0,0.0,62.0,40,16,175,73
David,Huff,P,0.438892185448,huffda01,0,0,4,-9.0,-0.6666666666666666,1,11.0,1.0,18.0,1.0,0.0,0.0,3.0,1.0,0.0,0.0,6.0,2.0,0.0,0.0,30.0,1.0,6.0,31,6,210,73
Jared,Hughes,P,2.46143797645,hugheja02,3,0,36,-2.28,-0.4427860696517413,1,70.0,19.0,201.0,7.0,2.0,1.0,76.0,0.0,0.0,0.0,17.0,3.0,3.0,0.0,284.0,11.0,21.0,30,4,245,79
Tommy,Hunter,P,2.47517180738,hunteto02,2,1,15,-5.74,-0.48936170212765956,1,20.0,3.0,47.0,0.0,0.0,0.0,19.0,0.0,0.0,0.0,10.0,4.0,0.0,0.0,69.0,5.0,10.0,29,7,250,75
Raisel,Iglesias,P,6.72170601563,iglesra01,3,0,104,-4.15,-0.3811188811188811,1,81.0,28.0,286.0,7.0,0.0,7.0,18.0,16.0,0.0,0.0,44.0,11.0,2.0,2.0,395.0,1.0,45.0,25,0,185,74
Edwin,Jackson,P,1.61426031528,jacksed01,2,0,23,-3.19,-0.45161290322580644,1,30.0,12.0,93.0,1.0,1.0,1.0,23.0,0.0,0.0,0.0,11.0,0.0,3.0,1.0,134.0,11.0,14.0,32,12,210,75
Edwin,Jackson,P,2.53958196078,jacksed01,2,1,17,-2.92,-0.3108108108108108,1,14.0,9.0,74.0,0.0,0.0,2.0,24.0,0.0,0.0,0.0,8.0,4.0,2.0,0.0,94.0,7.0,11.0,32,12,210,75
Jay,Jackson,P,0.380224213873,jacksja01,0,0,4,-6.23,-0.6153846153846154,1,7.0,1.0,13.0,0.0,0.0,0.0,6.0,0.0,0.0,0.0,3.0,0.0,0.0,0.0,20.0,1.0,3.0,28,0,195,73
Juan,Jaime,P,0.205032025456,jaimeju01,0,0,1,-6.75,-1.0,1,0.0,4.0,4.0,0.0,1.0,1.0,2.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,8.0,1.0,1.0,28,1,250,74
Kenley,Jansen,P,52.0599027356,janseke01,2,36,80,-2.41,-0.2611464968152866,1,33.0,8.0,157.0,2.0,0.0,1.0,54.0,0.0,0.0,0.0,14.0,6.0,0.0,0.0,200.0,50.0,14.0,28,5,265,77
Casey,Janssen,P,1.89981094325,janssca01,2,0,27,-4.95,-0.38333333333333336,1,38.0,8.0,120.0,1.0,3.0,5.0,48.0,0.0,0.0,0.0,22.0,5.0,1.0,0.0,166.0,12.0,22.0,34,9,205,76
Jeremy,Jeffress,P,4.51251978601,jeffrje01,5,0,67,-2.65,-0.4215686274509804,1,64.0,22.0,204.0,3.0,5.0,0.0,72.0,0.0,0.0,0.0,20.0,5.0,4.0,2.0,285.0,8.0,22.0,28,5,215,72
Cesar,Jimenez,P,0.24827422726,jimence01,0,0,4,-0.0,-0.1,1,1.0,0.0,10.0,0.0,0.0,0.0,3.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,10.0,2.0,0.0,31,9,215,72
Cesar,Jimenez,P,1.38095766278,jimence01,0,0,21,-3.66,-0.4067796610169492,1,16.0,8.0,59.0,0.0,0.0,0.0,16.0,0.0,0.0,0.0,8.0,2.0,0.0,0.0,81.0,2.0,8.0,31,9,215,72
Jim,Johnson,P,13.9461006229,johnsji04,2,9,33,-2.25,-0.4097222222222222,1,45.0,14.0,144.0,1.0,2.0,3.0,49.0,0.0,0.0,0.0,12.0,2.0,2.0,0.0,196.0,13.0,14.0,32,9,240,78
Jim,Johnson,P,2.57316809282,johnsji04,0,1,17,-10.13,-0.6785714285714286,1,32.0,6.0,56.0,4.0,0.0,3.0,23.0,0.0,0.0,0.0,21.0,3.0,1.0,0.0,95.0,2.0,22.0,32,9,240,78
Taylor,Jordan,P,0.794795124834,jordata01,0,0,11,-5.29,-0.5098039215686274,1,20.0,6.0,51.0,0.0,0.0,2.0,4.0,1.0,0.0,0.0,10.0,0.0,1.0,0.0,77.0,0.0,10.0,26,2,210,77
Taylor,Jungmann,P,7.25722346901,jungmta01,9,0,107,-3.77,-0.4273743016759777,1,106.0,47.0,358.0,8.0,1.0,8.0,21.0,21.0,1.0,0.0,50.0,11.0,8.0,0.0,501.0,0.0,55.0,26,0,220,78
Tommy,Kahnle,P,5.13051046348,kahnlto01,0,2,39,-4.86,-0.59,1,31.0,28.0,100.0,0.0,1.0,1.0,36.0,0.0,0.0,0.0,18.0,3.0,3.0,0.0,155.0,8.0,22.0,26,1,235,73
Shawn,Kelley,P,4.08132955576,kellesh01,2,0,63,-2.45,-0.36363636363636365,1,41.0,15.0,154.0,0.0,4.0,2.0,53.0,0.0,0.0,0.0,14.0,4.0,0.0,0.0,205.0,14.0,18.0,31,6,220,74
Casey,Kelly,P,0.602647296373,kellyca01,0,0,7,-7.94,-0.6470588235294118,1,19.0,3.0,34.0,1.0,0.0,2.0,3.0,2.0,0.0,0.0,10.0,1.0,0.0,0.0,56.0,1.0,13.0,26,3,215,75
Ryan,Kelly,P,0.769367575537,kellyry01,0,0,10,-7.02,-0.54,1,21.0,6.0,50.0,0.0,0.0,0.0,17.0,0.0,0.0,0.0,13.0,5.0,0.0,0.0,74.0,8.0,14.0,28,0,180,74
Kyle,Kendrick,P,5.51626082425,kendrky01,7,0,80,-6.32,-0.5081967213114754,1,172.0,45.0,427.0,7.0,2.0,13.0,27.0,27.0,0.0,0.0,100.0,33.0,4.0,0.0,629.0,0.0,102.0,31,8,210,75
Ian,Kennedy,P,11.4266184599,kenneia01,9,0,174,-4.28,-0.4316831683168317,1,166.0,52.0,505.0,7.0,4.0,15.0,30.0,30.0,0.0,0.0,80.0,31.0,5.0,1.0,713.0,0.0,95.0,31,8,200,72
Clayton,Kershaw,P,19.680708776,kershcl01,16,0,301,-2.13,-0.29369627507163326,1,163.0,42.0,698.0,5.0,1.0,7.0,33.0,33.0,4.0,3.0,55.0,15.0,9.0,3.0,890.0,0.0,62.0,27,7,225,76
Craig,Kimbrel,P,56.5274578024,kimbrcr01,4,39,87,-2.58,-0.34831460674157305,1,40.0,22.0,178.0,1.0,1.0,2.0,61.0,0.0,0.0,0.0,17.0,6.0,4.0,0.0,239.0,53.0,19.0,27,5,220,71
Brandon,Kintzler,P,0.570665838944,kintzbr01,0,0,7,-6.43,-0.8095238095238095,1,12.0,5.0,21.0,0.0,0.0,1.0,7.0,0.0,0.0,0.0,5.0,1.0,1.0,0.0,36.0,4.0,6.0,31,5,190,70
Corey,Knebel,P,3.66817516476,knebeco01,0,0,58,-3.22,-0.40397350993377484,1,44.0,17.0,151.0,2.0,1.0,0.0,48.0,0.0,0.0,0.0,18.0,8.0,1.0,0.0,209.0,15.0,18.0,24,1,210,76
Tom,Koehler,P,9.24496593537,koehlto01,11,0,137,-4.08,-0.45729537366548045,1,180.0,77.0,562.0,6.0,3.0,14.0,32.0,31.0,0.0,0.0,85.0,22.0,2.0,0.0,800.0,0.0,96.0,29,3,235,75
Michael,Kohn,P,0.24827422726,kohnmi01,0,0,4,-0.0,-0.42857142857142855,1,0.0,6.0,14.0,0.0,0.0,0.0,6.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,19.0,1.0,0.0,29,5,200,74
George,Kontos,P,3.01860543574,kontoge01,4,0,44,-2.33,-0.31363636363636366,1,57.0,12.0,220.0,0.0,3.0,4.0,73.0,0.0,0.0,0.0,19.0,9.0,3.0,0.0,284.0,12.0,20.0,30,4,215,75
John,Lackey,P,11.6949456238,lackejo01,13,0,175,-2.77,-0.4036697247706422,1,211.0,53.0,654.0,4.0,5.0,10.0,33.0,33.0,1.0,0.0,67.0,21.0,5.0,3.0,896.0,0.0,71.0,37,13,235,78
Aaron,Laffey,P,0.323707251692,laffeaa01,1,0,3,-3.68,-0.5,1,8.0,3.0,22.0,1.0,1.0,0.0,3.0,0.0,0.0,0.0,3.0,1.0,0.0,0.0,33.0,0.0,3.0,30,8,200,72
Bobby,LaFromboise,P,0.52048159816,lafrobo01,0,0,8,-1.13,-0.25,1,5.0,1.0,24.0,0.0,0.0,0.0,11.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,29.0,4.0,1.0,29,2,225,76
John,Lamb,P,3.78237899556,lambjo02,1,0,58,-5.8,-0.5167785234899329,1,58.0,19.0,149.0,2.0,0.0,5.0,10.0,10.0,0.0,0.0,32.0,8.0,0.0,0.0,220.0,0.0,32.0,25,0,205,76
Mat,Latos,P,5.23654143651,latosma01,4,0,79,-4.48,-0.41509433962264153,1,85.0,25.0,265.0,1.0,0.0,7.0,16.0,16.0,0.0,0.0,44.0,8.0,9.0,0.0,372.0,0.0,46.0,28,6,245,78
Mat,Latos,P,1.25829131173,latosma01,0,0,18,-6.66,-0.5068493150684932,1,31.0,6.0,73.0,0.0,1.0,3.0,6.0,5.0,0.0,0.0,18.0,3.0,1.0,1.0,106.0,1.0,19.0,28,6,245,78
Raudel,Lazo,P,0.377694462635,lazora01,0,0,5,-3.18,-0.4117647058823529,1,5.0,2.0,17.0,0.0,0.0,0.0,7.0,0.0,0.0,0.0,2.0,1.0,0.0,0.0,24.0,1.0,2.0,26,0,165,69
Mike,Leake,P,6.1976102508,leakemi01,9,0,90,-3.56,-0.3829268292682927,1,123.0,34.0,410.0,2.0,4.0,5.0,21.0,21.0,1.0,0.0,54.0,14.0,3.0,1.0,556.0,0.0,55.0,28,5,190,70
Mike,Leake,P,2.00530985653,leakemi01,2,0,29,-4.07,-0.39759036144578314,1,51.0,15.0,166.0,1.0,1.0,5.0,9.0,9.0,1.0,1.0,25.0,8.0,3.0,1.0,222.0,0.0,25.0,28,5,190,70
Jack,Leathersich,P,0.917885071346,leathja01,0,0,14,-2.31,-0.5428571428571428,1,12.0,7.0,35.0,1.0,0.0,1.0,17.0,0.0,0.0,0.0,3.0,0.0,0.0,0.0,52.0,6.0,3.0,25,0,200,71
Sam,LeCure,P,0.997744637592,lecursa01,0,0,15,-3.15,-0.38333333333333336,1,16.0,7.0,60.0,0.0,0.0,2.0,19.0,0.0,0.0,0.0,7.0,2.0,0.0,0.0,83.0,1.0,9.0,31,5,210,72
