first,last,pos,value,id,W,SV,SO,-ERA,-WHIP,QS(=1),H,BB,IPOuts,HBP,IBB,L,G,GS,CG,SHO,ER,HR,WP,BK,BFP,GF,R,age,years played,weight,height
Johnny,Cueto,P,7.92063793626,cuetojo01,7,0,120,-2.62,-0.3112244897959184,1,93.0,29.0,392.0,6.0,1.0,6.0,19.0,19.0,1.0,1.0,38.0,11.0,0.0,4.0,516.0,0.0,42.0,29,7,220,71
Brandon,Cunniff,P,2.513718984,cunnibr02,2,0,37,-4.63,-0.4666666666666667,1,27.0,22.0,105.0,0.0,2.0,2.0,39.0,0.0,0.0,0.0,18.0,4.0,1.0,0.0,151.0,12.0,20.0,27,0,185,72
Zach,Davies,P,1.74690237024,davieza01,3,0,24,-3.71,-0.4019607843137255,1,26.0,15.0,102.0,0.0,0.0,2.0,6.0,6.0,0.0,0.0,14.0,2.0,0.0,0.0,139.0,0.0,14.0,22,0,160,72
Jaff,Decker,OF,0.0,deckeja01,0,0,0,-0.0,-0.6666666666666666,1,2.0,0.0,3.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,5.0,1.0,0.0,25,2,190,69
Justin,De Fratus,P,4.33736241338,defraju01,0,0,68,-5.51,-0.5166666666666667,1,92.0,32.0,240.0,5.0,2.0,2.0,61.0,0.0,0.0,0.0,49.0,9.0,7.0,0.0,362.0,16.0,52.0,28,4,225,76
Jacob,deGrom,P,13.6116909965,degroja01,14,0,205,-2.54,-0.3263525305410122,1,149.0,38.0,573.0,2.0,2.0,8.0,30.0,30.0,0.0,0.0,54.0,16.0,6.0,0.0,751.0,0.0,59.0,27,1,180,76
Jorge,De La Rosa,P,8.94154641227,delarjo01,9,0,134,-4.17,-0.4519015659955257,1,137.0,65.0,447.0,3.0,3.0,7.0,26.0,26.0,1.0,0.0,69.0,17.0,6.0,2.0,635.0,0.0,73.0,34,11,215,73
Rubby,De La Rosa,P,10.2430332885,delarru01,14,0,150,-4.67,-0.45229681978798586,1,193.0,63.0,566.0,4.0,3.0,9.0,32.0,32.0,0.0,0.0,98.0,32.0,2.0,2.0,809.0,0.0,103.0,26,4,225,73
Randall,Delgado,P,6.37977056428,delgara01,8,1,73,-3.25,-0.4444444444444444,1,63.0,33.0,216.0,1.0,2.0,4.0,64.0,1.0,0.0,0.0,26.0,7.0,7.0,0.0,308.0,13.0,28.0,25,4,220,76
Abel,De Los Santos,P,0.300576445358,delosab01,0,0,3,-5.4,-0.6,1,2.0,1.0,5.0,0.0,0.0,0.0,2.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,8.0,2.0,1.0,23,0,200,74
Chris,Denorfia,OF,0.0,denorch01,0,0,0,-0.0,-0.0,1,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,35,10,195,72
Anthony,DeSclafani,P,9.99417030535,desclan01,9,0,151,-4.05,-0.44945848375451264,1,194.0,55.0,554.0,5.0,5.0,13.0,31.0,31.0,0.0,0.0,83.0,17.0,6.0,0.0,785.0,0.0,93.0,25,1,190,73
Odrisamer,Despaigne,P,4.70337318501,despaod01,5,0,69,-5.8,-0.46153846153846156,1,142.0,32.0,377.0,9.0,3.0,9.0,34.0,18.0,0.0,0.0,81.0,17.0,7.0,0.0,547.0,5.0,82.0,28,1,205,72
Ross,Detwiler,P,1.02805292371,detwiro01,1,0,13,-7.63,-0.782608695652174,1,20.0,16.0,46.0,3.0,1.0,0.0,24.0,0.0,0.0,0.0,13.0,1.0,0.0,0.0,80.0,3.0,14.0,29,8,215,75
Jairo,Diaz,P,1.16743008499,diazja01,0,0,18,-2.37,-0.38596491228070173,1,16.0,6.0,57.0,0.0,0.0,1.0,21.0,0.0,0.0,0.0,5.0,2.0,0.0,0.0,78.0,5.0,6.0,24,1,200,72
Jumbo,Diaz,P,5.85590198612,diazju03,2,1,70,-4.18,-0.4198895027624309,1,58.0,18.0,181.0,3.0,3.0,1.0,61.0,0.0,0.0,0.0,28.0,9.0,5.0,1.0,255.0,16.0,29.0,31,1,280,76
Jake,Diekman,P,3.26955514781,diekmja01,2,0,49,-5.15,-0.5818181818181818,1,40.0,24.0,110.0,2.0,0.0,1.0,41.0,0.0,0.0,0.0,21.0,3.0,1.0,0.0,175.0,6.0,23.0,28,3,205,76
Mike,Dunn,P,4.24888520432,dunnmi01,2,0,65,-4.5,-0.46296296296296297,1,46.0,29.0,162.0,2.0,1.0,5.0,72.0,0.0,0.0,0.0,27.0,6.0,2.0,0.0,235.0,9.0,27.0,30,6,210,72
Sam,Dyson,P,2.80143244291,dysonsa01,3,0,41,-3.68,-0.4393939393939394,1,41.0,17.0,132.0,3.0,1.0,3.0,44.0,0.0,0.0,0.0,18.0,3.0,6.0,0.0,190.0,10.0,21.0,27,3,210,73
Carl,Edwards,P,0.33002815155,edwarca01,0,0,4,-3.86,-0.42857142857142855,1,3.0,3.0,14.0,0.0,0.0,0.0,5.0,0.0,0.0,0.0,2.0,0.0,0.0,0.0,19.0,3.0,3.0,24,0,170,75
Jon,Edwards,P,1.06468454223,edwarjo02,0,0,16,-3.38,-0.4375,1,6.0,8.0,32.0,0.0,0.0,0.0,11.0,0.0,0.0,0.0,4.0,3.0,1.0,0.0,44.0,5.0,4.0,27,1,235,77
Jerad,Eickhoff,P,3.2761657311,eickhje01,3,0,49,-2.65,-0.3464052287581699,1,40.0,13.0,153.0,0.0,0.0,3.0,8.0,8.0,0.0,0.0,15.0,5.0,1.0,0.0,203.0,0.0,16.0,25,0,240,76
