first,last,pos,value,id,OBP,SLG,R,HR,RBI,SB,G,AB,H,2B,3B,CS,BB,SO,IBB,HBP,SH,SF,GIDP,age,years played,weight,height
Mike,Baxter,OF,0.475607490207,baxtemi01,0.3484848484848485,0.2631578947368421,6,0,2,0,34,57,14,1,0,0,7,14,1,2,0,0,3,31,5,205,72
Brandon,Beachy,P,0.0,beachbr01,0.0,0.0,0,0,0,0,2,2,0,0,0,0,0,1,0,0,0,0,0,29,5,215,74
Dallas,Beeler,P,0.00641915165878,beeleda01,0.3333333333333333,0.6666666666666666,0,0,0,0,3,3,1,1,0,0,0,1,0,0,0,0,0,26,1,210,77
Brandon,Belt,OF,18.4870535126,beltbr01,0.35611510791366907,0.47764227642276424,73,18,68,9,137,492,138,33,5,3,56,147,2,4,0,4,3,27,4,220,77
Christian,Bergman,P,0.0806155826309,bergmch01,0.23076923076923078,0.16666666666666666,1,0,0,0,30,12,2,0,0,0,1,4,0,0,2,0,0,27,1,195,73
Quintin,Berry,OF,0.0787919395922,berryqu01,0.0,0.0,1,0,0,2,8,1,0,0,0,1,0,1,0,0,0,0,0,31,3,190,73
Christian,Bethancourt,C,2.67808150853,bethach01,0.225,0.2903225806451613,16,2,12,1,48,155,31,8,0,1,5,33,1,0,0,0,7,24,2,205,74
Chad,Bettis,P,0.158466635335,bettich01,0.18181818181818182,0.06896551724137931,2,0,1,0,20,29,2,0,0,0,4,13,0,0,0,0,0,26,2,200,73
Chad,Billingsley,P,0.867680641666,billich01,0.07692307692307693,0.3076923076923077,2,1,1,0,7,13,1,0,0,0,0,5,0,0,1,0,1,31,9,240,73
Charlie,Blackmon,OF,19.3553807035,blackch02,0.34711964549483015,0.4495114006514658,93,17,58,43,157,614,176,31,9,13,46,112,2,13,5,4,4,29,4,210,75
Andres,Blanco,SS,7.47707731254,blancan01,0.36046511627906974,0.5021459227467812,32,7,25,1,106,233,68,22,3,1,21,44,0,4,3,0,11,31,11,195,70
Gregor,Blanco,OF,8.18918117333,blancgr01,0.3682795698924731,0.41284403669724773,59,5,26,13,115,327,95,19,3,5,40,59,7,2,0,3,3,32,7,175,71
Joe,Blanton,P,0.0,blantjo01,0.0,0.0,0,0,0,0,21,3,0,0,0,0,0,1,0,0,0,0,0,35,11,215,75
Michael,Blazek,P,0.00481436374408,blazemi01,0.25,0.5,0,0,1,0,45,4,1,1,0,0,0,2,0,0,0,0,0,26,2,205,72
Brennan,Boesch,OF,1.02449754357,boescbr01,0.19148936170212766,0.20224719101123595,4,1,5,1,51,89,13,2,0,0,4,30,0,1,0,0,0,30,5,225,76
Brian,Bogusevic,OF,2.12773918532,bogusbr01,0.29508196721311475,0.41379310344827586,9,2,5,2,22,58,15,3,0,0,3,21,0,0,0,0,1,31,5,215,75
Mike,Bolsinger,P,0.0792987147231,bolsimi01,0.02631578947368421,0.05263157894736842,1,0,0,0,21,38,1,1,0,0,0,23,0,0,2,0,0,27,1,215,73
Jason,Bourgeois,OF,4.33130233393,bourgja01,0.2938388625592417,0.33163265306122447,28,3,14,3,68,196,47,5,2,1,14,33,0,1,1,0,2,33,7,200,69
Peter,Bourjos,OF,5.35372716487,bourjpe01,0.2895927601809955,0.3333333333333333,32,4,13,5,117,195,39,8,3,8,19,59,4,6,4,1,2,28,5,185,73
Justin,Bour,1B,19.5807060187,bourju01,0.32062780269058294,0.4792176039119804,42,23,73,0,129,409,107,20,0,0,34,101,3,2,0,1,19,27,1,250,76
Michael,Bourn,OF,0.790656479808,bournmi01,0.3032258064516129,0.25735294117647056,10,0,11,4,46,136,30,3,1,2,17,31,0,0,1,2,3,33,9,180,70
Archie,Bradley,P,0.00148156168881,bradlar01,0.14285714285714285,0.14285714285714285,0,0,0,0,8,14,2,0,0,1,0,7,0,0,0,0,0,23,0,230,76
Ryan,Braun,OF,24.5410598403,braunry02,0.3562610229276896,0.4980237154150198,87,25,84,24,140,506,144,27,3,4,54,115,4,4,0,3,20,32,8,205,74
Jake,Brigham,P,0.0,brighja01,0.0,0.0,0,0,0,0,12,1,0,0,0,0,0,1,0,0,1,0,0,27,0,210,75
Reid,Brignac,3B,0.158638560055,brignre01,0.25,0.07692307692307693,2,0,0,0,17,13,1,0,0,0,3,5,0,0,1,0,0,29,7,215,75
Socrates,Brito,OF,0.39847927653,britoso01,0.3235294117647059,0.45454545454545453,5,0,1,1,18,33,10,3,1,0,1,7,0,0,0,0,0,23,0,200,73
Domonic,Brown,OF,5.03681343223,browndo01,0.28431372549019607,0.3492063492063492,19,5,25,3,63,189,43,6,1,1,14,36,0,1,0,0,2,28,5,225,77
Trevor,Brown,C,0.0819405079905,browntr01,0.27906976744186046,0.3076923076923077,1,0,5,1,13,39,9,3,0,1,3,8,0,0,0,1,0,24,0,195,74
Keon,Broxton,OF,0.236375818777,broxtke01,0.0,0.0,3,0,0,1,7,2,0,0,0,1,0,1,0,0,0,0,0,25,0,195,75
Jay,Bruce,OF,24.0657723736,bruceja01,0.2942989214175655,0.43448275862068964,72,26,87,9,157,580,131,35,4,5,58,145,8,2,0,9,10,28,7,225,75
Kris,Bryant,OF,25.2482415857,bryankr01,0.36923076923076925,0.4883720930232558,87,26,99,13,151,559,154,31,5,4,77,199,0,9,0,5,7,23,0,215,77
David,Buchanan,P,0.1602103487,buchada01,0.2727272727272727,0.25,2,0,1,0,15,20,4,1,0,0,2,8,0,0,1,0,0,26,1,200,75
Madison,Bumgarner,P,4.24993171872,bumgama01,0.275,0.4675324675324675,9,5,9,0,36,77,19,2,0,0,3,27,0,0,1,0,1,26,6,235,77
A. J.,Burnett,P,0.787905478711,burneaj01,0.11627906976744186,0.19047619047619047,1,1,5,0,26,42,5,0,0,0,0,20,0,0,9,1,1,38,16,230,76
Emmanuel,Burriss,2B,0.164695754888,burriem01,0.8,0.6666666666666666,2,0,0,0,5,3,2,0,0,0,2,0,0,0,0,0,0,30,7,190,72
Eddie,Butler,P,0.000450910079203,butleed01,0.043478260869565216,0.043478260869565216,0,0,0,0,16,23,1,0,0,0,0,13,0,0,1,0,0,24,1,180,74
Marlon,Byrd,OF,17.0665561908,byrdma01,0.2860824742268041,0.44846796657381616,46,19,42,2,96,359,85,13,3,1,23,101,1,3,0,3,6,38,13,245,72
Marlon,Byrd,OF,3.77905432294,byrdma01,0.30128205128205127,0.46258503401360546,12,4,31,0,39,147,40,12,2,0,6,44,1,1,0,2,4,38,13,245,72
Ramon,Cabrera,C,1.02740356551,cabrera01,0.36666666666666664,0.5,4,1,3,0,13,30,11,1,0,0,0,5,0,0,0,0,1,26,0,195,68
Trevor,Cahill,P,0.00207418636433,cahiltr01,0.2,0.2,0,0,0,0,15,5,1,0,0,0,0,2,0,0,0,0,0,27,6,240,76
Trevor,Cahill,P,0.000494802888996,cahiltr01,0.3333333333333333,0.0,0,0,0,0,11,2,0,0,0,0,1,0,0,0,0,0,0,27,6,240,76
Matt,Cain,P,0.0,cainma01,0.0,0.0,0,0,1,0,13,16,0,0,0,0,0,9,0,0,3,1,0,31,10,230,75
Alberto,Callaspo,3B,1.65542839226,callaal01,0.2926829268292683,0.2523364485981308,12,1,8,0,37,107,22,2,0,0,14,10,1,0,0,2,4,32,9,225,69
Alberto,Callaspo,3B,0.633507113088,callaal01,0.3357664233576642,0.3008130081300813,8,0,7,0,60,123,32,5,0,0,14,24,0,0,1,0,2,32,9,225,69
Eric,Campbell,OF,4.33100224735,campber01,0.3121951219512195,0.2947976878612717,28,3,19,5,71,173,34,8,0,3,26,37,1,4,1,2,11,28,1,205,75
Carter,Capps,P,0.00518546591083,cappsca01,0.5,0.5,0,0,0,0,30,2,1,0,0,0,0,1,0,0,0,0,0,25,3,220,77
Matt,Carpenter,3B,27.7659693754,carpema01,0.36541353383458647,0.5052264808362369,101,28,84,4,154,574,156,44,3,3,81,151,5,6,0,4,5,30,4,215,75
Andrew,Cashner,P,0.15847043019,cashnan01,0.09836065573770492,0.08333333333333333,2,0,1,0,38,60,5,0,0,0,1,24,0,0,0,0,0,29,5,225,77
Welington,Castillo,C,1.81190358746,castiwe01,0.23404255319148937,0.3488372093023256,5,2,5,0,24,43,7,2,0,0,3,12,1,1,0,0,0,28,5,210,70
Welington,Castillo,C,14.7070275433,castiwe01,0.31683168316831684,0.49635036496350365,34,17,50,0,80,274,70,13,1,0,21,75,0,5,0,3,10,28,5,210,70
Daniel,Castro,SS,2.52102826609,castrda01,0.26262626262626265,0.34375,14,2,5,0,33,96,23,2,1,0,3,15,0,0,1,0,4,23,0,175,71
Starlin,Castro,SS,11.8806820805,castrst01,0.29636048526863085,0.37477148080438755,52,11,69,5,151,547,145,23,2,5,21,91,6,5,1,4,18,25,5,190,72
Darrell,Ceciliani,OF,1.10409215099,cecilda01,0.2702702702702703,0.27941176470588236,5,1,3,5,39,68,14,2,0,1,4,25,0,2,0,0,0,25,0,220,73
Juan,Centeno,C,0.00103995406032,centeju01,0.13043478260869565,0.09523809523809523,0,0,0,0,10,21,1,1,0,0,2,7,0,0,0,0,0,26,2,195,69
Francisco,Cervelli,C,9.36720147134,cervefr01,0.3695652173913043,0.401330376940133,56,7,43,1,130,451,133,17,5,1,46,94,1,8,4,1,12,29,7,205,73
Yoenis,Cespedes,OF,15.1019774199,cespeyo01,0.3373493975903614,0.6043478260869565,39,17,44,4,57,230,66,14,4,1,14,54,3,4,0,1,5,30,3,210,70
Jhoulys,Chacin,P,0.00129636647771,chacijh01,0.125,0.125,0,0,0,0,5,8,1,0,0,0,0,4,0,0,1,0,0,27,6,215,75
Andrew,Chafin,P,0.0,chafian01,0.0,0.0,0,0,0,0,66,3,0,0,0,0,0,1,0,0,0,0,0,25,1,225,74
Aroldis,Chapman,P,0.0787919395922,chapmar01,0.0,0.0,1,0,0,0,65,1,0,0,0,0,0,0,0,0,0,0,0,27,5,215,76
Tony,Cingrani,P,0.0787919395922,cingrto01,0.0,0.0,1,0,1,0,35,2,0,0,0,0,0,1,0,0,0,0,0,26,3,210,76
Pedro,Ciriaco,OF,1.81387293557,ciriape01,0.2751677852348993,0.352112676056338,14,1,15,4,84,142,37,8,1,2,2,38,0,2,2,3,1,30,5,180,72
Tyler,Clippard,P,0.0,clippty01,0.0,0.0,0,0,0,0,32,1,0,0,0,0,0,0,0,0,0,0,0,30,8,200,75
Chris,Coghlan,OF,16.3631003227,coghlch01,0.34063745019920316,0.4431818181818182,64,16,41,11,148,440,110,25,6,2,58,94,6,3,1,1,8,30,6,195,72
A. J.,Cole,P,0.0,coleaj01,0.0,0.0,0,0,0,0,3,2,0,0,0,0,0,0,0,0,0,0,1,23,0,200,77
Gerrit,Cole,P,0.395556039262,colege01,0.1774193548387097,0.15,5,0,2,0,33,60,9,0,0,0,2,28,0,0,9,0,0,25,2,230,76
Josh,Collmenter,P,0.159625373932,collmjo01,0.26666666666666666,0.18518518518518517,2,0,1,0,44,27,5,0,0,0,3,9,0,0,2,0,1,29,4,235,76
Bartolo,Colon,P,0.159185483733,colonba01,0.15,0.15517241379310345,2,0,4,0,33,58,8,1,0,0,0,24,0,1,4,1,2,42,18,285,71
Michael,Conforto,OF,8.73398423618,confomi01,0.33505154639175255,0.5057471264367817,30,9,26,0,56,174,47,14,0,1,17,39,0,1,0,2,4,22,0,215,73
Adam,Conley,P,0.00230465151592,conlead01,0.2222222222222222,0.2222222222222222,0,0,1,0,15,18,4,0,0,0,0,8,0,0,4,0,0,25,0,185,75
Tim,Cooney,P,0.0827918714541,cooneti01,0.3,0.4,1,0,0,0,6,10,3,1,0,0,0,0,0,0,1,0,0,25,0,195,75
Patrick,Corbin,P,0.0801764099422,corbipa01,0.21428571428571427,0.12,1,0,3,0,16,25,3,0,0,0,3,11,0,0,1,0,1,26,3,210,75
Kevin,Correia,P,0.00172848863694,correke01,0.16666666666666666,0.16666666666666666,0,0,0,0,5,6,1,0,0,0,0,1,0,0,1,0,0,35,12,200,75
Jarred,Cosart,P,0.000610054813039,cosarja01,0.058823529411764705,0.058823529411764705,0,0,1,0,15,17,1,0,0,0,0,8,0,0,1,0,0,25,2,195,75
Daniel,Coulombe,P,0.0,couloda01,0.0,0.0,0,0,0,0,5,1,0,0,0,0,0,1,0,0,0,0,0,26,1,190,70
Zack,Cozart,SS,8.57594543465,cozarza01,0.30985915492957744,0.4587628865979381,28,9,28,3,53,194,50,10,1,3,14,29,1,2,1,3,4,30,4,195,72
Tyler,Cravy,P,0.0,cravyty01,0.0,0.0,0,0,0,0,14,8,0,0,0,0,0,3,0,0,2,0,0,26,0,210,74
Brandon,Crawford,SS,19.9782673366,crawfbr01,0.32085561497326204,0.46153846153846156,65,21,84,6,143,507,130,33,4,4,39,119,9,11,0,4,18,28,4,215,74
Carl,Crawford,OF,4.33007473197,crawfca02,0.3036649214659686,0.40331491712707185,19,4,16,10,69,181,48,9,2,2,10,41,1,0,0,0,3,34,13,230,74
Tony,Cruz,3B,1.89035041947,cruzto03,0.2348993288590604,0.30985915492957744,6,2,11,0,69,142,29,7,1,0,6,32,0,0,2,1,6,29,4,215,71
Michael,Cuddyer,OF,10.5432565852,cuddymi01,0.3088235294117647,0.39050131926121373,44,10,41,2,117,379,98,18,1,0,24,88,0,4,0,1,13,36,14,220,74
Johnny,Cueto,P,0.0805064411029,cuetojo01,0.18421052631578946,0.16216216216216217,1,0,0,0,19,37,6,0,0,0,1,10,0,0,5,0,0,29,7,220,71
Todd,Cunningham,OF,1.02708683896,cunnito01,0.27956989247311825,0.26744186046511625,13,0,4,2,39,86,19,4,0,1,5,17,1,2,0,0,1,26,2,205,72
Jordan,Danks,OF,0.0,danksjo02,0.0,0.0,0,0,0,0,4,4,0,0,0,0,0,2,0,0,0,0,0,29,3,220,77
Chase,d'Arnaud,SS,0.160527431058,darnach01,0.2222222222222222,0.29411764705882354,2,0,0,0,11,17,3,0,1,1,1,7,0,0,0,0,0,28,4,205,73
Travis,d'Arnaud,C,10.9343464344,darnatr01,0.33955223880597013,0.48535564853556484,31,12,41,0,67,239,64,14,1,0,23,49,0,4,0,2,7,26,2,210,74
Zach,Davies,P,0.0795897035785,davieza01,0.07692307692307693,0.07692307692307693,1,0,0,0,6,13,1,0,0,0,0,3,0,0,1,0,0,22,0,160,72
Khris,Davis,OF,23.3554354825,daviskh01,0.32272727272727275,0.5051020408163265,54,27,66,6,121,392,97,16,2,2,44,122,1,1,0,3,9,28,2,195,70
Alejandro,De Aza,OF,0.949282222021,deazaal01,0.38666666666666666,0.36065573770491804,12,0,3,2,24,61,16,4,1,2,12,14,0,1,0,1,3,31,8,195,72
Cody,Decker,1B,0.0,deckeco01,0.0,0.0,0,0,1,0,8,11,0,0,0,0,0,5,0,0,0,1,1,28,0,225,71
Jaff,Decker,OF,0.633743250971,deckeja01,0.37142857142857144,0.32142857142857145,8,0,1,0,23,28,6,1,1,0,7,9,0,0,1,0,0,25,2,190,69
Justin,De Fratus,P,0.00345697727389,defraju01,0.3333333333333333,0.3333333333333333,0,0,0,0,61,3,1,0,0,0,0,1,0,0,0,0,0,28,4,225,76
Jacob,deGrom,P,0.238518436269,degroja01,0.22580645161290322,0.2033898305084746,3,0,4,0,31,59,11,1,0,0,3,16,0,0,4,0,4,27,1,180,76
Ivan,De Jesus,OF,4.01464938052,dejesiv02,0.3108108108108108,0.373134328358209,15,4,28,0,76,201,49,10,2,2,19,55,0,1,0,1,3,28,4,200,71
Jorge,De La Rosa,P,0.000648183238854,delarjo01,0.0625,0.0625,0,0,3,0,26,48,3,0,0,0,0,18,0,0,2,0,1,34,11,215,73
Rubby,De La Rosa,P,0.237348093635,delarru01,0.09375,0.09375,3,0,2,0,32,64,6,0,0,0,0,25,0,0,4,0,0,26,4,225,73
Randall,Delgado,P,0.0,delgara01,0.0,0.0,0,0,0,0,64,1,0,0,0,0,0,1,0,0,1,0,0,25,4,220,76
Matt,den Dekker,OF,4.48652051815,dendema01,0.3148148148148148,0.48484848484848486,12,5,12,0,55,99,25,6,1,1,9,20,0,0,2,0,0,28,2,210,73
Chris,Denorfia,OF,3.54378438299,denorch01,0.31877729257641924,0.37264150943396224,18,3,18,0,103,212,57,11,1,1,15,56,1,1,2,1,7,35,10,195,72
Daniel,Descalso,OF,5.2729660776,descada01,0.28292682926829266,0.32432432432432434,22,5,22,1,101,185,38,3,2,2,20,45,6,0,4,0,3,29,5,190,70
Anthony,DeSclafani,P,0.0806114036601,desclan01,0.1935483870967742,0.1724137931034483,1,0,3,0,31,58,9,1,0,0,3,33,0,0,2,1,0,25,1,190,73
Ian,Desmond,SS,18.878205321,desmoia01,0.28976377952755905,0.38421955403087477,69,19,62,13,156,583,136,27,2,5,45,187,0,3,6,4,9,30,6,215,75
Odrisamer,Despaigne,P,0.00103230476711,despaod01,0.0967741935483871,0.1,0,0,0,0,34,30,2,1,0,0,1,11,0,0,3,0,1,28,1,205,72
Ross,Detwiler,P,0.0,detwiro01,0.0,0.0,0,0,0,0,24,1,0,0,0,0,0,1,0,0,0,0,0,29,8,215,75
?,?,?,0.0,diazel01,0.0,0.0,0,0,0,0,2,2,0,0,0,0,0,1,0,0,0,0,0,25,0,210,72
Alex,Dickerson,OF,0.00259273295541,dickeal01,0.25,0.25,0,0,0,0,11,8,2,0,0,0,0,3,0,0,0,0,1,25,0,230,75
Corey,Dickerson,OF,9.44149625189,dickeco01,0.3333333333333333,0.5357142857142857,30,10,31,0,65,224,68,18,2,1,10,56,0,0,0,0,3,26,2,205,73
Derek,Dietrich,OF,10.0711422191,dietrde01,0.3460207612456747,0.456,38,10,24,0,90,250,64,14,3,2,23,65,2,13,0,3,4,26,2,210,72
Wilmer,Difo,2B,0.0806775635598,difowi01,0.18181818181818182,0.18181818181818182,1,0,0,0,15,11,2,0,0,0,0,2,0,0,0,0,0,23,0,195,72
Chris,Dominguez,OF,0.869855825474,dominch01,0.2608695652173913,0.5217391304347826,2,1,3,0,14,23,6,1,1,0,0,12,0,0,0,0,0,29,1,235,76
Danny,Dorn,OF,0.00210201902684,dornda01,0.21875,0.2,0,0,3,0,23,30,5,1,0,0,2,10,0,0,0,0,1,31,0,200,74
Brandon,Drury,SS,1.65458218176,drurybr01,0.2542372881355932,0.375,3,2,8,0,20,56,12,3,0,0,2,8,0,1,0,0,5,23,0,215,73
Lucas,Duda,1B,24.3796061512,dudalu01,0.351985559566787,0.4861995753715499,67,27,73,0,135,471,115,33,0,2,66,138,7,14,0,3,12,29,5,255,76
Matt,Duffy,SS,14.5582545702,duffyma01,0.3344262295081967,0.42757417102966844,77,12,77,12,149,573,169,28,6,0,30,96,0,5,2,2,22,24,1,170,74
Mike,Dunn,P,0.0103709318217,dunnmi01,1.0,1.0,0,0,0,0,72,1,1,0,0,0,0,0,0,0,0,0,0,30,6,210,72
Adam,Duvall,OF,4.01375092843,duvalad01,0.3055555555555556,0.484375,6,5,9,0,27,64,14,2,0,0,6,26,1,2,0,0,0,27,1,205,73
Ed,Easley,C,0.0,easleed01,0.0,0.0,0,0,1,0,4,6,0,0,0,0,0,1,0,0,0,1,1,30,0,205,72
Carl,Edwards,P,0.0,edwarca01,0.0,0.0,0,0,0,0,5,1,0,0,0,0,0,1,0,0,0,0,0,24,0,170,75
Jerad,Eickhoff,P,0.080273501281,eickhje01,0.14285714285714285,0.14285714285714285,1,0,2,0,8,14,2,0,0,0,0,7,0,0,2,0,0,25,0,240,76
A. J.,Ellis,C,6.84585562741,ellisaj01,0.35514018691588783,0.40331491712707185,24,7,21,0,63,181,43,9,0,0,32,38,1,1,3,0,4,34,7,230,74
Robbie,Erlin,P,0.0,erlinro01,0.0,0.0,0,0,0,0,3,5,0,0,0,0,0,1,0,0,1,0,0,25,2,195,72
Yunel,Escobar,3B,12.278873347,escobyu01,0.37457627118644066,0.41495327102803736,75,9,56,2,139,535,168,25,1,2,45,70,0,8,1,2,24,33,8,215,74
Danny,Espinosa,OF,13.8470448697,espinda01,0.3105134474327628,0.4087193460490463,59,13,37,5,118,367,88,21,1,2,33,106,5,6,3,3,6,28,5,210,72
Andre,Ethier,OF,14.1611036637,ethiean01,0.36629213483146067,0.4860759493670886,54,14,53,2,142,395,116,20,7,3,43,75,2,4,0,3,11,33,9,210,74
Jose,Fernandez,P,0.868535413127,fernajo02,0.16666666666666666,0.3888888888888889,2,1,2,0,11,18,3,1,0,0,0,4,0,0,4,0,0,23,2,215,74
Mike,Fiers,P,0.00103709318217,fiersmi01,0.1,0.1,0,0,0,0,21,30,3,0,0,0,0,12,0,0,4,0,0,30,4,200,74
Brandon,Finnegan,P,0.0,finnebr01,0.0,0.0,0,0,0,0,6,4,0,0,0,0,0,2,0,0,2,0,0,22,1,185,71
Doug,Fister,P,0.16028201421,fistedo01,0.2727272727272727,0.25806451612903225,2,0,0,0,29,31,7,1,0,0,2,15,0,0,6,0,0,31,6,210,80
Yohan,Flande,P,0.080273501281,flandyo01,0.14285714285714285,0.14285714285714285,1,0,1,0,19,21,3,0,0,0,0,10,0,0,1,0,0,29,1,180,74
Kendry,Flores,P,0.0,floreke01,0.0,0.0,0,0,0,0,7,1,0,0,0,0,0,1,0,0,0,0,0,24,0,175,74
Wilmer,Flores,SS,15.6535917093,florewi01,0.2952755905511811,0.4078674948240166,55,16,59,0,137,483,127,22,0,1,19,63,2,4,2,2,12,24,2,205,75
Pedro,Florimon,SS,0.395742685635,floripe01,0.16,0.17391304347826086,5,0,1,1,24,23,2,0,1,0,2,12,0,0,0,0,0,29,4,185,74
