first,last,pos,value,id,W,SV,SO,-ERA,-WHIP,QS(=1),H,BB,IPOuts,HBP,IBB,L,G,GS,CG,SHO,ER,HR,WP,BK,BFP,GF,R,age,years played,weight,height
John,Cornely,P,-16.5676703705,cornejo01,0,0,1,-36.0,-1.3333333333333333,1,3.0,1.0,3.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,4.0,1.0,0.0,0.0,7.0,1.0,4.0,26,0,205,73
Kevin,Correia,P,-15.9865801028,correke01,0,0,14,-6.56,-0.6428571428571429,1,37.0,8.0,70.0,0.0,0.0,3.0,5.0,5.0,0.0,0.0,17.0,4.0,0.0,0.0,114.0,0.0,23.0,35,12,200,75
Jarred,Cosart,P,-6.78693028554,cosarja01,2,0,47,-4.52,-0.45933014354066987,1,63.0,33.0,209.0,1.0,1.0,5.0,14.0,13.0,0.0,0.0,35.0,10.0,7.0,0.0,296.0,0.0,35.0,25,2,195,75
Neal,Cotts,P,-6.32419839227,cottsne01,1,0,49,-3.26,-0.40939597315436244,1,44.0,17.0,149.0,3.0,2.0,0.0,51.0,0.0,0.0,0.0,18.0,9.0,2.0,0.0,209.0,9.0,18.0,35,12,200,74
Daniel,Coulombe,P,-17.8874625039,couloda01,0,0,7,-7.56,-0.6,1,9.0,6.0,25.0,0.0,0.0,0.0,5.0,0.0,0.0,0.0,7.0,0.0,1.0,0.0,40.0,3.0,7.0,26,1,190,70
Tyler,Cravy,P,-10.0551271391,cravyty01,0,0,35,-5.7,-0.5390625,1,47.0,22.0,128.0,2.0,1.0,8.0,14.0,7.0,0.0,0.0,27.0,5.0,0.0,0.0,193.0,1.0,30.0,26,0,210,74
Johnny,Cueto,P,13.8294609526,cuetojo01,7,0,120,-2.62,-0.3112244897959184,1,93.0,29.0,392.0,6.0,1.0,6.0,19.0,19.0,1.0,1.0,38.0,11.0,0.0,4.0,516.0,0.0,42.0,29,7,220,71
Brandon,Cunniff,P,-9.64345635706,cunnibr02,2,0,37,-4.63,-0.4666666666666667,1,27.0,22.0,105.0,0.0,2.0,2.0,39.0,0.0,0.0,0.0,18.0,4.0,1.0,0.0,151.0,12.0,20.0,27,0,185,72
Zach,Davies,P,-13.4943865806,davieza01,3,0,24,-3.71,-0.4019607843137255,1,26.0,15.0,102.0,0.0,0.0,2.0,6.0,6.0,0.0,0.0,14.0,2.0,0.0,0.0,139.0,0.0,14.0,22,0,160,72
Jaff,Decker,OF,-20.703567946,deckeja01,0,0,0,-0.0,-0.6666666666666666,1,2.0,0.0,3.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,5.0,1.0,0.0,25,2,190,69
Justin,De Fratus,P,-0.610094188792,defraju01,0,0,68,-5.51,-0.5166666666666667,1,92.0,32.0,240.0,5.0,2.0,2.0,61.0,0.0,0.0,0.0,49.0,9.0,7.0,0.0,362.0,16.0,52.0,28,4,225,76
Jacob,deGrom,P,38.034804783,degroja01,14,0,205,-2.54,-0.3263525305410122,1,149.0,38.0,573.0,2.0,2.0,8.0,30.0,30.0,0.0,0.0,54.0,16.0,6.0,0.0,751.0,0.0,59.0,27,1,180,76
Jorge,De La Rosa,P,17.9632029514,delarjo01,9,0,134,-4.17,-0.4519015659955257,1,137.0,65.0,447.0,3.0,3.0,7.0,26.0,26.0,1.0,0.0,69.0,17.0,6.0,2.0,635.0,0.0,73.0,34,11,215,73
Rubby,De La Rosa,P,22.4869622234,delarru01,14,0,150,-4.67,-0.45229681978798586,1,193.0,63.0,566.0,4.0,3.0,9.0,32.0,32.0,0.0,0.0,98.0,32.0,2.0,2.0,809.0,0.0,103.0,26,4,225,73
Randall,Delgado,P,0.644500617889,delgara01,8,1,73,-3.25,-0.4444444444444444,1,63.0,33.0,216.0,1.0,2.0,4.0,64.0,1.0,0.0,0.0,26.0,7.0,7.0,0.0,308.0,13.0,28.0,25,4,220,76
Abel,De Los Santos,P,-19.2657214819,delosab01,0,0,3,-5.4,-0.6,1,2.0,1.0,5.0,0.0,0.0,0.0,2.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,8.0,2.0,1.0,23,0,200,74
Chris,Denorfia,OF,-20.703567946,denorch01,0,0,0,-0.0,-0.0,1,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,35,10,195,72
Anthony,DeSclafani,P,22.8264608178,desclan01,9,0,151,-4.05,-0.44945848375451264,1,194.0,55.0,554.0,5.0,5.0,13.0,31.0,31.0,0.0,0.0,83.0,17.0,6.0,0.0,785.0,0.0,93.0,25,1,190,73
Odrisamer,Despaigne,P,-0.411218491437,despaod01,5,0,69,-5.8,-0.46153846153846156,1,142.0,32.0,377.0,9.0,3.0,9.0,34.0,18.0,0.0,0.0,81.0,17.0,7.0,0.0,547.0,5.0,82.0,28,1,205,72
Ross,Detwiler,P,-16.1827978146,detwiro01,1,0,13,-7.63,-0.782608695652174,1,20.0,16.0,46.0,3.0,1.0,0.0,24.0,0.0,0.0,0.0,13.0,1.0,0.0,0.0,80.0,3.0,14.0,29,8,215,75
Jairo,Diaz,P,-15.287254105,diazja01,0,0,18,-2.37,-0.38596491228070173,1,16.0,6.0,57.0,0.0,0.0,1.0,21.0,0.0,0.0,0.0,5.0,2.0,0.0,0.0,78.0,5.0,6.0,24,1,200,72
Jumbo,Diaz,P,0.0262000449861,diazju03,2,1,70,-4.18,-0.4198895027624309,1,58.0,18.0,181.0,3.0,3.0,1.0,61.0,0.0,0.0,0.0,28.0,9.0,5.0,1.0,255.0,16.0,29.0,31,1,280,76
Jake,Diekman,P,-6.14591415736,diekmja01,2,0,49,-5.15,-0.5818181818181818,1,40.0,24.0,110.0,2.0,0.0,1.0,41.0,0.0,0.0,0.0,21.0,3.0,1.0,0.0,175.0,6.0,23.0,28,3,205,76
Mike,Dunn,P,-1.62615184963,dunnmi01,2,0,65,-4.5,-0.46296296296296297,1,46.0,29.0,162.0,2.0,1.0,5.0,72.0,0.0,0.0,0.0,27.0,6.0,2.0,0.0,235.0,9.0,27.0,30,6,210,72
Sam,Dyson,P,-8.62150604198,dysonsa01,3,0,41,-3.68,-0.4393939393939394,1,41.0,17.0,132.0,3.0,1.0,3.0,44.0,0.0,0.0,0.0,18.0,3.0,6.0,0.0,190.0,10.0,21.0,27,3,210,73
Carl,Edwards,P,-19.1435473828,edwarca01,0,0,4,-3.86,-0.42857142857142855,1,3.0,3.0,14.0,0.0,0.0,0.0,5.0,0.0,0.0,0.0,2.0,0.0,0.0,0.0,19.0,3.0,3.0,24,0,170,75
Jon,Edwards,P,-15.7529237627,edwarjo02,0,0,16,-3.38,-0.4375,1,6.0,8.0,32.0,0.0,0.0,0.0,11.0,0.0,0.0,0.0,4.0,3.0,1.0,0.0,44.0,5.0,4.0,27,1,235,77
Jerad,Eickhoff,P,-6.4370024867,eickhje01,3,0,49,-2.65,-0.3464052287581699,1,40.0,13.0,153.0,0.0,0.0,3.0,8.0,8.0,0.0,0.0,15.0,5.0,1.0,0.0,203.0,0.0,16.0,25,0,240,76
Brian,Ellington,P,-15.2803093903,ellinbr02,2,0,18,-2.88,-0.4,1,17.0,13.0,75.0,2.0,2.0,1.0,23.0,0.0,0.0,0.0,8.0,1.0,1.0,0.0,105.0,9.0,10.0,25,0,195,76
Robbie,Erlin,P,-17.3501402725,erlinro01,1,0,10,-4.76,-0.35294117647058826,1,16.0,2.0,51.0,1.0,0.0,2.0,3.0,3.0,0.0,0.0,9.0,1.0,1.0,0.0,65.0,0.0,9.0,25,2,195,72
Dana,Eveland,P,-18.9788927703,evelada01,0,0,4,-5.4,-0.8,1,5.0,3.0,10.0,0.0,1.0,1.0,10.0,0.0,0.0,0.0,2.0,1.0,1.0,0.0,18.0,1.0,2.0,32,10,235,73
Jeurys,Familia,P,14.9680750012,familje01,2,43,86,-1.85,-0.3333333333333333,1,59.0,19.0,234.0,2.0,1.0,2.0,76.0,0.0,0.0,0.0,16.0,6.0,4.0,0.0,308.0,65.0,16.0,26,3,240,75
Jose,Fernandez,P,2.12535123427,fernajo02,6,0,79,-2.92,-0.3865979381443299,1,61.0,14.0,194.0,2.0,0.0,1.0,11.0,11.0,0.0,0.0,21.0,4.0,2.0,0.0,265.0,0.0,21.0,23,2,215,74
Mike,Fiers,P,14.2996600211,fiersmi01,5,0,121,-3.89,-0.4519774011299435,1,117.0,43.0,354.0,5.0,5.0,9.0,21.0,21.0,0.0,0.0,51.0,14.0,6.0,0.0,509.0,0.0,57.0,30,4,200,74
Brandon,Finnegan,P,-13.4203429677,finnebr01,2,0,24,-4.18,-0.4084507042253521,1,21.0,8.0,71.0,0.0,0.0,2.0,6.0,4.0,0.0,0.0,11.0,5.0,0.0,0.0,98.0,0.0,11.0,22,1,185,71
Doug,Fister,P,-2.05190739126,fistedo01,5,1,63,-4.19,-0.46601941747572817,1,120.0,24.0,309.0,6.0,3.0,7.0,25.0,15.0,0.0,0.0,48.0,14.0,1.0,0.0,449.0,2.0,56.0,31,6,210,80
Yohan,Flande,P,-7.93451492459,flandyo01,3,0,43,-4.74,-0.47804878048780486,1,73.0,25.0,205.0,1.0,3.0,3.0,19.0,10.0,0.0,0.0,36.0,14.0,1.0,1.0,296.0,2.0,36.0,29,1,180,74
Kendry,Flores,P,-17.6145160823,floreke01,1,0,9,-4.97,-0.5263157894736842,1,16.0,4.0,38.0,1.0,1.0,2.0,7.0,1.0,0.0,0.0,7.0,0.0,0.0,0.0,57.0,3.0,8.0,24,0,175,74
Mike,Foltynewicz,P,1.89758040908,foltymi01,4,0,77,-5.71,-0.5423076923076923,1,112.0,29.0,260.0,4.0,0.0,6.0,18.0,15.0,0.0,0.0,55.0,17.0,3.0,1.0,399.0,1.0,63.0,24,1,220,76
Jeff,Francoeur,OF,-19.4544720185,francje02,0,0,1,-9.0,-0.6666666666666666,1,1.0,3.0,6.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,2.0,1.0,0.0,0.0,11.0,1.0,2.0,31,10,220,76
Jason,Frasor,P,-19.5562530999,frasoja01,0,0,4,-0.0,-0.42857142857142855,1,3.0,3.0,14.0,0.0,1.0,0.0,6.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,20.0,0.0,0.0,38,11,180,69
Carlos,Frias,P,-8.05480331959,friasca01,5,0,43,-4.06,-0.4892703862660944,1,88.0,26.0,233.0,3.0,1.0,5.0,17.0,13.0,0.0,0.0,35.0,7.0,3.0,0.0,333.0,1.0,38.0,26,1,195,76
Christian,Friedrich,P,-7.23495338462,friedch01,0,0,45,-5.25,-0.5714285714285714,1,75.0,25.0,175.0,1.0,2.0,4.0,68.0,0.0,0.0,0.0,34.0,5.0,3.0,0.0,270.0,13.0,37.0,28,3,215,76
Frank,Garces,P,-11.5416608007,garcefr01,0,0,30,-5.21,-0.5526315789473685,1,41.0,22.0,114.0,1.0,1.0,1.0,40.0,1.0,0.0,0.0,22.0,9.0,3.0,0.0,173.0,11.0,23.0,25,1,175,71
Santiago,Casilla,P,6.87499421622,garcija01,4,38,62,-2.79,-0.42528735632183906,1,51.0,23.0,174.0,2.0,2.0,2.0,67.0,0.0,0.0,0.0,18.0,6.0,1.0,0.0,244.0,55.0,19.0,35,11,210,72
Jaime,Garcia,P,7.14071041599,garcija02,10,0,97,-2.43,-0.3496143958868895,1,106.0,30.0,389.0,3.0,0.0,6.0,20.0,20.0,0.0,0.0,35.0,6.0,4.0,0.0,510.0,0.0,37.0,29,7,215,74
Luis,Garcia,P,-1.84839786248,garcilu03,4,2,63,-3.51,-0.545,1,72.0,37.0,200.0,0.0,8.0,6.0,72.0,0.0,0.0,0.0,26.0,4.0,6.0,1.0,304.0,14.0,28.0,28,2,230,75
Yimi,Garcia,P,-0.661060865346,garciyi01,3,1,68,-3.34,-0.3176470588235294,1,44.0,10.0,170.0,2.0,1.0,5.0,59.0,1.0,0.0,0.0,21.0,8.0,1.0,0.0,225.0,15.0,23.0,25,1,210,73
Matt,Garza,P,9.58581837307,garzama01,6,0,104,-5.63,-0.5224215246636771,1,176.0,57.0,446.0,2.0,3.0,14.0,26.0,25.0,0.0,0.0,93.0,23.0,7.0,0.0,666.0,1.0,102.0,32,9,215,76
Cory,Gearrin,P,-18.7444541628,gearrco01,0,0,5,-4.91,-0.18181818181818182,1,1.0,1.0,11.0,0.0,0.0,0.0,7.0,0.0,0.0,0.0,2.0,0.0,0.0,0.0,13.0,0.0,2.0,29,4,215,75
Dillon,Gee,P,-12.9020305385,geedi01,0,0,25,-5.9,-0.5546218487394958,1,55.0,11.0,119.0,1.0,3.0,3.0,8.0,7.0,0.0,0.0,26.0,5.0,0.0,0.0,183.0,0.0,29.0,29,5,205,73
Gonzalez,Germen,P,-17.6070489071,germego01,0,0,8,-7.5,-0.7222222222222222,1,8.0,5.0,18.0,0.0,2.0,0.0,6.0,0.0,0.0,0.0,5.0,0.0,0.0,0.0,29.0,2.0,5.0,28,2,200,73
Gonzalez,Germen,P,-12.8677221583,germego01,0,1,25,-3.86,-0.5510204081632653,1,33.0,21.0,98.0,0.0,1.0,0.0,29.0,1.0,0.0,0.0,14.0,4.0,3.0,0.0,147.0,3.0,14.0,28,2,200,73
Ken,Giles,P,8.08656635385,gileske01,6,15,87,-1.8,-0.4,1,59.0,25.0,210.0,1.0,2.0,3.0,69.0,0.0,0.0,0.0,14.0,2.0,1.0,0.0,298.0,28.0,23.0,25,1,205,74
Sean,Gilmartin,P,-5.00072055747,gilmase01,3,0,54,-2.67,-0.3953488372093023,1,50.0,18.0,172.0,2.0,5.0,2.0,50.0,1.0,0.0,0.0,17.0,2.0,1.0,0.0,235.0,13.0,17.0,25,0,205,74
Zack,Godley,P,-10.7292808876,godleza01,5,0,34,-3.19,-0.41818181818181815,1,29.0,17.0,110.0,3.0,1.0,1.0,9.0,6.0,0.0,0.0,13.0,4.0,2.0,0.0,150.0,1.0,13.0,25,0,245,75
Erik,Goeddel,P,-10.7153714862,goedder01,1,0,34,-2.43,-0.33,1,24.0,9.0,100.0,2.0,2.0,1.0,35.0,0.0,0.0,0.0,9.0,1.0,2.0,0.0,132.0,9.0,9.0,27,1,190,75
David,Goforth,P,-13.4147272458,goforda01,1,0,24,-4.01,-0.5405405405405406,1,32.0,8.0,74.0,0.0,2.0,0.0,20.0,0.0,0.0,0.0,11.0,4.0,2.0,0.0,111.0,9.0,13.0,27,0,205,70
Jonny,Gomes,OF,-18.4922048025,gomesjo01,0,0,1,-18.0,-1.0,1,3.0,0.0,3.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,2.0,1.0,0.0,0.0,6.0,1.0,2.0,35,12,230,73
Jeanmar,Gomez,P,-6.08789120608,gomezje01,2,0,50,-3.01,-0.4419642857142857,1,82.0,17.0,224.0,2.0,4.0,3.0,65.0,0.0,0.0,0.0,25.0,4.0,3.0,0.0,319.0,21.0,28.0,27,5,220,75
Gio,Gonzalez,P,27.9139950337,gonzagi01,11,0,169,-3.79,-0.47438330170777987,1,181.0,69.0,527.0,4.0,3.0,8.0,31.0,31.0,0.0,0.0,74.0,8.0,4.0,0.0,758.0,0.0,79.0,30,7,210,72
Marco,Gonzales,P,-18.9733384105,gonzama02,0,0,1,-13.5,-1.0,1,7.0,1.0,8.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,4.0,1.0,0.0,0.0,16.0,0.0,4.0,23,1,195,73
Severino,Gonzalez,P,-11.8969445145,gonzase01,3,0,28,-7.92,-0.5543478260869565,1,44.0,7.0,92.0,4.0,0.0,3.0,7.0,7.0,0.0,0.0,27.0,5.0,0.0,1.0,143.0,0.0,27.0,23,0,155,74
Matt,Grace,P,-16.2822149682,gracema02,2,0,14,-4.24,-0.6666666666666666,1,26.0,8.0,51.0,1.0,2.0,1.0,26.0,0.0,0.0,0.0,8.0,0.0,1.0,0.0,84.0,5.0,11.0,27,0,205,75
Jon,Gray,P,-8.63915973998,grayjo02,0,0,40,-5.53,-0.5409836065573771,1,52.0,14.0,122.0,2.0,2.0,2.0,9.0,9.0,0.0,0.0,25.0,4.0,3.0,0.0,185.0,0.0,26.0,24,0,235,76
Kevin,Gregg,P,-15.6048807737,greggke01,0,0,14,-10.13,-0.5625,1,13.0,5.0,32.0,0.0,0.0,2.0,11.0,0.0,0.0,0.0,12.0,3.0,1.0,0.0,51.0,2.0,12.0,37,12,245,78
Zack,Greinke,P,36.3876134731,greinza01,19,0,200,-1.66,-0.281437125748503,1,148.0,40.0,668.0,5.0,1.0,3.0,32.0,32.0,1.0,0.0,41.0,14.0,7.0,0.0,843.0,0.0,43.0,32,11,195,72
Jason,Grilli,P,-1.4951761664,grillja01,3,24,45,-2.94,-0.37623762376237624,1,28.0,10.0,101.0,0.0,1.0,4.0,36.0,0.0,0.0,0.0,11.0,2.0,2.0,0.0,140.0,29.0,13.0,39,15,230,76
Justin,Grimm,P,-0.587385094414,grimmju01,3,3,67,-1.99,-0.3825503355704698,1,31.0,26.0,149.0,1.0,1.0,5.0,62.0,0.0,0.0,0.0,11.0,4.0,8.0,0.0,204.0,11.0,18.0,27,3,210,75
Deolis,Guerra,P,-15.1822312154,guerrde01,2,0,17,-6.48,-0.58,1,26.0,3.0,50.0,1.0,0.0,0.0,10.0,0.0,0.0,0.0,12.0,5.0,2.0,0.0,74.0,4.0,12.0,26,0,245,77
Preston,Guilmet,P,-17.5299375865,guilmpr01,0,0,1,-27.0,-1.0,1,4.0,2.0,6.0,0.0,0.0,0.0,2.0,0.0,0.0,0.0,6.0,1.0,0.0,0.0,12.0,1.0,6.0,28,2,200,74
Jason,Gurka,OF,-17.6918015033,gurkaja01,0,0,7,-9.39,-0.782608695652174,1,16.0,2.0,23.0,0.0,0.0,0.0,9.0,0.0,0.0,0.0,8.0,1.0,0.0,0.0,39.0,4.0,8.0,27,0,180,72
David,Hale,P,-2.67484179559,haleda02,5,0,61,-6.09,-0.48936170212765956,1,95.0,20.0,235.0,2.0,2.0,5.0,17.0,12.0,0.0,0.0,53.0,14.0,11.0,0.0,346.0,0.0,56.0,28,2,210,74
Cody,Hall,P,-18.0029345698,hallco01,0,0,7,-6.48,-0.56,1,10.0,4.0,25.0,1.0,0.0,0.0,7.0,0.0,0.0,0.0,6.0,1.0,0.0,0.0,41.0,1.0,6.0,27,0,220,76
Cole,Hamels,P,18.8383978802,hamelco01,6,0,137,-3.64,-0.39378238341968913,1,113.0,39.0,386.0,6.0,3.0,7.0,20.0,20.0,1.0,1.0,52.0,12.0,7.0,2.0,537.0,0.0,53.0,32,9,200,75
Jason,Hammel,P,28.7929271198,hammeja01,10,0,172,-3.74,-0.38671875,1,158.0,40.0,512.0,6.0,4.0,7.0,31.0,31.0,0.0,0.0,71.0,23.0,10.0,0.0,710.0,0.0,79.0,33,9,225,78
Brad,Hand,P,-1.01454332382,handbr01,4,0,67,-5.3,-0.49642857142857144,1,107.0,32.0,280.0,3.0,1.0,7.0,38.0,12.0,0.0,0.0,55.0,9.0,2.0,0.0,408.0,7.0,55.0,25,4,215,75
Donovan,Hand,P,-19.8430818115,handdo01,0,0,3,-0.0,-0.3333333333333333,1,2.0,1.0,9.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,13.0,0.0,0.0,29,2,235,75
J. A.,Happ,P,-0.881130641584,happja01,7,0,69,-1.85,-0.34210526315789475,1,52.0,13.0,190.0,0.0,1.0,2.0,11.0,11.0,0.0,0.0,13.0,3.0,2.0,0.0,249.0,0.0,13.0,33,8,205,77
Aaron,Harang,P,10.6508059129,haranaa01,6,0,108,-4.86,-0.46421663442940037,1,189.0,51.0,517.0,6.0,3.0,15.0,29.0,29.0,0.0,0.0,93.0,26.0,4.0,0.0,748.0,0.0,100.0,37,13,260,79
Dan,Haren,P,4.73647704735,harenda01,7,0,88,-3.42,-0.3643410852713178,1,116.0,25.0,387.0,7.0,1.0,7.0,21.0,21.0,0.0,0.0,49.0,21.0,2.0,0.0,524.0,0.0,50.0,35,12,215,77
Dan,Haren,P,-7.74952865659,harenda01,4,0,44,-4.01,-0.4057142857142857,1,58.0,13.0,175.0,1.0,1.0,2.0,11.0,11.0,0.0,0.0,26.0,10.0,3.0,0.0,244.0,0.0,29.0,35,12,215,77
Mitch,Harris,P,-16.0563298471,harrimi03,2,0,15,-3.67,-0.5308641975308642,1,30.0,13.0,81.0,0.0,0.0,1.0,26.0,0.0,0.0,0.0,11.0,4.0,2.0,0.0,122.0,7.0,14.0,30,0,215,76
Matt,Harvey,P,33.200684726,harvema01,13,0,188,-2.71,-0.3397887323943662,1,156.0,37.0,568.0,5.0,2.0,8.0,29.0,29.0,0.0,0.0,57.0,18.0,4.0,0.0,755.0,0.0,62.0,26,3,215,76
Chris,Hatcher,P,-6.46343288035,hatchch02,3,4,45,-3.69,-0.41025641025641024,1,35.0,13.0,117.0,3.0,2.0,5.0,49.0,0.0,0.0,0.0,16.0,4.0,3.0,0.0,166.0,12.0,19.0,30,5,200,73
Marcus,Hatley,P,-20.129910523,hatlema01,0,0,2,-0.0,-0.75,1,1.0,2.0,4.0,0.0,0.0,0.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,7.0,1.0,0.0,27,0,220,77
LaTroy,Hawkins,P,-14.1216184677,hawkila01,2,2,20,-3.63,-0.3880597014925373,1,22.0,4.0,67.0,0.0,1.0,1.0,24.0,0.0,0.0,0.0,9.0,3.0,1.0,0.0,89.0,11.0,9.0,43,20,220,77
Jeremy,Hellickson,P,14.2825430623,hellije01,9,0,121,-4.62,-0.4429223744292237,1,151.0,43.0,438.0,6.0,3.0,12.0,27.0,27.0,0.0,0.0,75.0,22.0,5.0,0.0,636.0,0.0,79.0,28,5,190,73
Kyle,Hendricks,P,27.4288202248,hendrky01,8,0,167,-3.95,-0.387037037037037,1,166.0,43.0,540.0,8.0,1.0,7.0,32.0,32.0,1.0,1.0,79.0,17.0,3.0,1.0,739.0,0.0,82.0,26,1,190,75
David,Hernandez,P,-10.8044008256,hernada01,1,0,33,-4.28,-0.43564356435643564,1,33.0,11.0,101.0,3.0,0.0,5.0,40.0,0.0,0.0,0.0,16.0,6.0,1.0,0.0,144.0,7.0,18.0,30,6,245,75
Keith,Hessler,P,-16.4030672139,hesslke01,0,0,12,-8.03,-0.5405405405405406,1,16.0,4.0,37.0,0.0,1.0,1.0,18.0,0.0,0.0,0.0,11.0,4.0,1.0,0.0,57.0,1.0,11.0,26,0,215,76
Chris,Heston,P,19.8761062032,hestoch01,12,0,141,-3.95,-0.4371482176360225,1,169.0,64.0,533.0,13.0,3.0,11.0,31.0,31.0,2.0,1.0,78.0,16.0,5.0,1.0,746.0,0.0,82.0,27,1,195,75
Taylor,Hill,P,-17.721164869,hillta01,0,0,9,-3.75,-0.5,1,14.0,4.0,36.0,1.0,0.0,0.0,6.0,0.0,0.0,0.0,5.0,2.0,0.0,0.0,51.0,4.0,5.0,26,1,230,75
Dalier,Hinojosa,P,-14.6443522728,hinojda01,2,0,21,-0.78,-0.3333333333333333,1,15.0,8.0,69.0,0.0,1.0,0.0,18.0,0.0,0.0,0.0,2.0,1.0,1.0,0.0,93.0,4.0,3.0,29,0,230,73
David,Holmberg,P,-15.6102095774,holmbda01,1,0,15,-7.62,-0.611764705882353,1,36.0,16.0,85.0,2.0,0.0,4.0,6.0,6.0,0.0,0.0,24.0,10.0,1.0,0.0,136.0,0.0,24.0,24,2,245,75
J. J.,Hoover,P,-5.41204708386,hoovejj01,8,1,52,-2.94,-0.38860103626943004,1,44.0,31.0,193.0,2.0,1.0,2.0,67.0,0.0,0.0,0.0,21.0,7.0,3.0,0.0,264.0,12.0,24.0,28,3,245,75
Adrian,Houser,P,-20.703567946,housead01,0,0,0,-0.0,-0.5,1,1.0,2.0,6.0,0.0,0.0,0.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,8.0,2.0,0.0,22,0,230,76
J. P.,Howell,P,-9.25468362795,howeljp01,6,1,39,-1.43,-0.4621212121212121,1,47.0,14.0,132.0,2.0,1.0,1.0,65.0,0.0,0.0,0.0,7.0,3.0,3.0,1.0,190.0,18.0,9.0,32,10,180,72
Daniel,Hudson,P,0.98849789745,hudsoda01,4,4,71,-3.86,-0.43842364532019706,1,64.0,25.0,203.0,0.0,2.0,3.0,64.0,1.0,0.0,0.0,29.0,7.0,5.0,0.0,290.0,13.0,34.0,28,6,235,75
Tim,Hudson,P,-2.06214695862,hudsoti01,8,0,64,-4.44,-0.4609164420485175,1,134.0,37.0,371.0,7.0,1.0,9.0,24.0,22.0,0.0,0.0,61.0,13.0,4.0,0.0,525.0,0.0,62.0,40,16,175,73
David,Huff,P,-18.5939858839,huffda01,0,0,4,-9.0,-0.6666666666666666,1,11.0,1.0,18.0,1.0,0.0,0.0,3.0,1.0,0.0,0.0,6.0,2.0,0.0,0.0,30.0,1.0,6.0,31,6,210,73
Jared,Hughes,P,-10.205335611,hugheja02,3,0,36,-2.28,-0.4427860696517413,1,70.0,19.0,201.0,7.0,2.0,1.0,76.0,0.0,0.0,0.0,17.0,3.0,3.0,0.0,284.0,11.0,21.0,30,4,245,79
Tommy,Hunter,P,-15.5825861049,hunteto02,2,1,15,-5.74,-0.48936170212765956,1,20.0,3.0,47.0,0.0,0.0,0.0,19.0,0.0,0.0,0.0,10.0,4.0,0.0,0.0,69.0,5.0,10.0,29,7,250,75
Raisel,Iglesias,P,9.49895451667,iglesra01,3,0,104,-4.15,-0.3811188811188811,1,81.0,28.0,286.0,7.0,0.0,7.0,18.0,16.0,0.0,0.0,44.0,11.0,2.0,2.0,395.0,1.0,45.0,25,0,185,74
Edwin,Jackson,P,-13.813021073,jacksed01,2,0,23,-3.19,-0.45161290322580644,1,30.0,12.0,93.0,1.0,1.0,1.0,23.0,0.0,0.0,0.0,11.0,0.0,3.0,1.0,134.0,11.0,14.0,32,12,210,75
Edwin,Jackson,P,-15.3104390762,jacksed01,2,1,17,-2.92,-0.3108108108108108,1,14.0,9.0,74.0,0.0,0.0,2.0,24.0,0.0,0.0,0.0,8.0,4.0,2.0,0.0,94.0,7.0,11.0,32,12,210,75
Jay,Jackson,P,-18.8901503493,jacksja01,0,0,4,-6.23,-0.6153846153846154,1,7.0,1.0,13.0,0.0,0.0,0.0,6.0,0.0,0.0,0.0,3.0,0.0,0.0,0.0,20.0,1.0,3.0,28,0,195,73
Juan,Jaime,P,-19.6950388225,jaimeju01,0,0,1,-6.75,-1.0,1,0.0,4.0,4.0,0.0,1.0,1.0,2.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,8.0,1.0,1.0,28,1,250,74
Kenley,Jansen,P,11.5400211595,janseke01,2,36,80,-2.41,-0.2611464968152866,1,33.0,8.0,157.0,2.0,0.0,1.0,54.0,0.0,0.0,0.0,14.0,6.0,0.0,0.0,200.0,50.0,14.0,28,5,265,77
Casey,Janssen,P,-12.4775295269,janssca01,2,0,27,-4.95,-0.38333333333333336,1,38.0,8.0,120.0,1.0,3.0,5.0,48.0,0.0,0.0,0.0,22.0,5.0,1.0,0.0,166.0,12.0,22.0,34,9,205,76
Jeremy,Jeffress,P,-1.3216694401,jeffrje01,5,0,67,-2.65,-0.4215686274509804,1,64.0,22.0,204.0,3.0,5.0,0.0,72.0,0.0,0.0,0.0,20.0,5.0,4.0,2.0,285.0,8.0,22.0,28,5,215,72
Cesar,Jimenez,P,-19.5562530999,jimence01,0,0,4,-0.0,-0.1,1,1.0,0.0,10.0,0.0,0.0,0.0,3.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,10.0,2.0,0.0,31,9,215,72
Cesar,Jimenez,P,-14.2888430028,jimence01,0,0,21,-3.66,-0.4067796610169492,1,16.0,8.0,59.0,0.0,0.0,0.0,16.0,0.0,0.0,0.0,8.0,2.0,0.0,0.0,81.0,2.0,8.0,31,9,215,72
