first,last,pos,value,id,W,SV,SO,-ERA,-WHIP,QS(=1),H,BB,IPOuts,HBP,IBB,L,G,GS,CG,SHO,ER,HR,WP,BK,BFP,GF,R,age,years played,weight,height
Xavier,Cedeno,P,-18.9147416226,cedenxa01,0,0,4,-6.0,-0.5555555555555556,1,3.0,2.0,9.0,1.0,0.0,0.0,5.0,0.0,0.0,0.0,2.0,1.0,2.0,0.0,15.0,1.0,2.0,29,4,215,72
Jhoulys,Chacin,P,-14.366363966,chacijh01,2,0,21,-3.38,-0.425,1,24.0,10.0,80.0,0.0,0.0,1.0,5.0,4.0,0.0,0.0,10.0,4.0,0.0,0.0,111.0,0.0,11.0,27,6,215,75
Andrew,Chafin,P,-3.38652223523,chafian01,5,2,58,-2.76,-0.38222222222222224,1,56.0,30.0,225.0,1.0,6.0,1.0,66.0,0.0,0.0,0.0,23.0,3.0,2.0,0.0,306.0,6.0,23.0,25,1,225,74
Aroldis,Chapman,P,20.9776076743,chapmar01,4,33,116,-1.63,-0.38190954773869346,1,43.0,33.0,199.0,5.0,1.0,4.0,65.0,0.0,0.0,0.0,12.0,3.0,7.0,0.0,278.0,54.0,13.0,27,5,215,76
Randy,Choate,P,-13.7423775012,choatra01,1,1,22,-3.95,-0.4146341463414634,1,29.0,5.0,82.0,6.0,0.0,0.0,71.0,0.0,0.0,0.0,12.0,2.0,1.0,0.0,117.0,4.0,14.0,40,15,205,73
Tony,Cingrani,P,-8.91101985037,cingrto01,0,0,39,-5.67,-0.56,1,31.0,25.0,100.0,3.0,3.0,3.0,35.0,1.0,0.0,0.0,21.0,3.0,2.0,1.0,155.0,7.0,21.0,26,3,210,76
Steve,Cishek,P,-11.4815473289,cishest01,2,3,28,-4.5,-0.53125,1,37.0,14.0,96.0,0.0,3.0,6.0,32.0,0.0,0.0,0.0,16.0,2.0,0.0,0.0,144.0,15.0,19.0,29,5,215,78
Steve,Cishek,P,-14.4675895143,cishest01,0,1,20,-2.31,-0.44285714285714284,1,18.0,13.0,70.0,1.0,0.0,0.0,27.0,0.0,0.0,0.0,6.0,2.0,1.0,0.0,99.0,8.0,7.0,29,5,215,78
Tyler,Clippard,P,-12.5091735498,clippty01,4,2,26,-3.06,-0.35051546391752575,1,24.0,10.0,97.0,2.0,1.0,1.0,32.0,0.0,0.0,0.0,11.0,5.0,5.0,0.0,134.0,6.0,13.0,30,8,200,75
Phil,Coke,P,-17.4485224911,cokeph01,0,0,9,-6.3,-0.5666666666666667,1,14.0,3.0,30.0,0.0,2.0,0.0,16.0,0.0,0.0,0.0,7.0,1.0,0.0,0.0,45.0,2.0,7.0,33,7,210,73
A. J.,Cole,P,-17.2506286842,coleaj01,0,1,9,-5.79,-0.5357142857142857,1,14.0,1.0,28.0,0.0,1.0,0.0,3.0,1.0,0.0,0.0,6.0,1.0,1.0,0.0,44.0,1.0,11.0,23,0,200,77
Gerrit,Cole,P,37.0617743609,colege01,19,0,202,-2.6,-0.36378205128205127,1,183.0,44.0,624.0,10.0,1.0,8.0,32.0,32.0,0.0,0.0,60.0,11.0,7.0,0.0,832.0,0.0,71.0,25,2,230,76
Josh,Collmenter,P,-2.07088294263,collmjo01,4,1,63,-3.79,-0.4214876033057851,1,129.0,24.0,363.0,1.0,2.0,6.0,44.0,12.0,1.0,1.0,51.0,18.0,1.0,0.0,499.0,19.0,53.0,29,4,235,76
Bartolo,Colon,P,18.4168317864,colonba01,14,0,136,-4.16,-0.4126712328767123,1,217.0,24.0,584.0,4.0,5.0,13.0,33.0,31.0,1.0,1.0,90.0,25.0,0.0,0.0,815.0,1.0,94.0,42,18,285,71
Adam,Conley,P,-3.47382762856,conlead01,4,0,59,-3.76,-0.42786069651741293,1,65.0,21.0,201.0,3.0,1.0,1.0,15.0,11.0,0.0,0.0,28.0,7.0,0.0,0.0,281.0,1.0,28.0,25,0,185,75
Carlos,Contreras,P,-14.7384748736,contrca01,0,0,19,-4.82,-0.5,1,22.0,20.0,84.0,1.0,0.0,0.0,22.0,0.0,0.0,0.0,15.0,3.0,3.0,0.0,125.0,8.0,16.0,24,1,215,71
Tim,Cooney,P,-12.0714644808,cooneti01,1,0,29,-3.16,-0.40425531914893614,1,28.0,10.0,94.0,1.0,2.0,0.0,6.0,6.0,0.0,0.0,11.0,3.0,1.0,0.0,130.0,0.0,12.0,25,0,195,75
Patrick,Corbin,P,1.91122715684,corbipa01,6,0,78,-3.6,-0.4235294117647059,1,91.0,17.0,255.0,2.0,0.0,5.0,16.0,16.0,0.0,0.0,34.0,9.0,4.0,0.0,357.0,0.0,34.0,26,3,210,75
Erik,Cordier,P,-18.0713624607,cordier01,0,0,7,-5.84,-0.5135135135135135,1,13.0,6.0,37.0,1.0,1.0,0.0,8.0,0.0,0.0,0.0,8.0,1.0,0.0,1.0,56.0,0.0,8.0,29,1,215,76
