first,last,pos,value,id,OBP,SLG,R,HR,RBI,SB,G,AB,H,2B,3B,CS,BB,SO,IBB,HBP,SH,SF,GIDP,age,years played,weight,height
Mike,Fiers,P,-31.6292852985,fiersmi01,0.1,0.1,0,0,0,0,21,30,3,0,0,0,0,12,0,0,4,0,0,30,4,200,74
Brandon,Finnegan,P,-31.6301082871,finnebr01,0.0,0.0,0,0,0,0,6,4,0,0,0,0,0,2,0,0,2,0,0,22,1,185,71
Doug,Fister,P,-30.438868409,fistedo01,0.2727272727272727,0.25806451612903225,2,0,0,0,29,31,7,1,0,0,2,15,0,0,6,0,0,31,6,210,80
Yohan,Flande,P,-31.0343937343,flandyo01,0.14285714285714285,0.14285714285714285,1,0,1,0,19,21,3,0,0,0,0,10,0,0,1,0,0,29,1,180,74
Kendry,Flores,P,-31.6301082871,floreke01,0.0,0.0,0,0,0,0,7,1,0,0,0,0,0,1,0,0,0,0,0,24,0,175,74
Wilmer,Flores,SS,10.8966315442,florewi01,0.2952755905511811,0.4078674948240166,55,16,59,0,137,483,127,22,0,1,19,63,2,4,2,2,12,24,2,205,75
Pedro,Florimon,SS,-28.6560190955,floripe01,0.16,0.17391304347826086,5,0,1,1,24,23,2,0,1,0,2,12,0,0,0,0,0,29,4,185,74
Mike,Foltynewicz,P,-31.6293263052,foltymi01,0.06896551724137931,0.10714285714285714,0,0,3,0,18,28,2,1,0,0,0,19,0,0,1,1,1,24,1,220,76
Dexter,Fowler,OF,39.4541106613,fowlede01,0.34593023255813954,0.4110738255033557,102,17,46,20,156,596,149,29,8,7,84,154,1,5,2,3,4,29,7,195,77
Jeff,Francoeur,OF,-3.43057855591,francje02,0.2857142857142857,0.4325153374233129,34,13,45,0,119,326,84,16,1,2,13,77,0,1,0,3,10,31,10,220,76
Maikel,Franco,3B,3.72386237317,francma02,0.34328358208955223,0.4967105263157895,45,14,50,1,80,304,85,22,1,0,26,52,2,4,0,1,8,23,1,215,73
Kevin,Frandsen,1B,-31.0338948692,frandke01,0.25,0.18181818181818182,1,0,0,0,7,11,2,0,0,0,1,3,0,0,1,0,2,33,9,190,72
Todd,Frazier,3B,38.6157675527,frazito01,0.3087149187592319,0.4975767366720517,82,35,89,13,157,619,158,43,1,8,44,137,3,7,1,7,19,29,4,220,75
Freddie,Freeman,1B,16.2869594803,freemfr01,0.3700623700623701,0.47115384615384615,62,18,66,3,118,416,115,27,0,1,56,98,4,7,0,2,6,26,5,225,77
Carlos,Frias,P,-31.0349610612,friasca01,0.13043478260869565,0.047619047619047616,1,0,0,0,17,21,1,0,0,0,1,12,0,1,1,0,0,26,1,195,76
Christian,Friedrich,P,-31.6301082871,friedch01,0.0,0.0,0,0,0,0,68,3,0,0,0,0,0,0,0,0,0,0,0,28,3,215,76
Rocky,Gale,C,-31.6292852985,galero01,0.1,0.1,0,0,0,0,11,10,1,0,0,0,0,1,0,0,0,0,1,27,0,175,73
Freddy,Galvis,SS,10.126575609,galvifr01,0.30201342281879195,0.3434704830053667,63,7,50,10,151,559,147,14,5,1,30,103,1,3,7,4,11,26,3,190,70
Adonis,Garcia,OF,-13.5957469508,garciad01,0.29292929292929293,0.4973821989528796,20,10,26,0,58,191,53,12,0,0,5,35,0,0,0,2,9,30,0,190,69
Greg,Garcia,SS,-26.2372783052,garcigr01,0.3372093023255814,0.38666666666666666,7,2,4,0,49,75,18,5,0,0,10,12,1,1,1,0,2,26,1,190,72
Jaime,Garcia,P,-31.0346568011,garcija02,0.13953488372093023,0.0975609756097561,1,0,1,0,20,41,4,0,0,0,2,15,0,0,1,0,0,29,7,215,74
Dustin,Garneau,C,-26.8326808503,garnedu01,0.2236842105263158,0.2857142857142857,6,2,8,0,22,70,11,3,0,0,6,14,2,0,0,0,2,28,0,200,72
Matt,Garza,P,-31.6294148983,garzama01,0.1,0.07692307692307693,0,0,0,0,26,39,3,0,0,1,1,21,0,0,7,0,0,32,9,215,76
Dillon,Gee,P,-31.6292852985,geedi01,0.1,0.1,0,0,0,0,8,10,1,0,0,0,0,5,0,0,2,0,0,29,5,205,73
Scooter,Gennett,2B,-2.97255087038,gennesc01,0.29411764705882354,0.38133333333333336,42,6,29,1,114,375,99,18,4,3,12,68,5,4,0,0,11,25,2,185,70
Gonzalez,Germen,P,-31.6301082871,germego01,0.0,0.0,0,0,0,0,29,1,0,0,0,0,0,1,0,0,0,0,0,28,2,200,73
Cole,Gillespie,OF,-20.2916700842,gilleco01,0.3333333333333333,0.42758620689655175,17,2,16,4,67,145,42,10,2,1,10,27,0,0,1,1,5,31,5,205,74
Sean,Gilmartin,P,-31.032826137,gilmase01,0.3333333333333333,0.3333333333333333,1,0,0,0,50,6,2,0,0,0,0,3,0,0,0,0,0,25,0,205,74
Zack,Godley,P,-31.6291938553,godleza01,0.1111111111111111,0.1111111111111111,0,0,0,0,9,9,1,0,0,0,0,6,0,0,1,0,0,25,0,245,75
Erik,Goeddel,P,-31.6301082871,goedder01,0.0,0.0,0,0,0,0,35,1,0,0,0,0,0,0,0,0,0,0,0,27,1,190,75
David,Goforth,P,-31.6301082871,goforda01,0.0,0.0,0,0,0,0,20,3,0,0,0,0,0,3,0,0,1,0,0,27,0,205,70
Paul,Goldschmidt,1B,49.8738138098,goldspa01,0.43515850144092216,0.5696649029982364,103,33,110,21,159,567,182,38,2,5,118,151,29,2,0,7,16,28,4,225,75
Jonny,Gomes,OF,-11.2766483585,gomesjo01,0.32456140350877194,0.3641025641025641,27,7,22,1,83,195,43,7,0,1,28,67,1,3,0,2,5,35,12,230,73
Carlos,Gomez,OF,-1.74422275548,gomezca01,0.32802547770700635,0.4230769230769231,42,8,43,7,74,286,75,20,1,6,23,70,0,5,0,0,4,30,8,220,75
Hector,Gomez,OF,-22.0956554394,gomezhe01,0.21212121212121213,0.3228346456692913,15,1,7,0,66,127,23,11,2,0,3,40,0,2,2,0,1,27,4,195,74
Jeanmar,Gomez,P,-31.6301082871,gomezje01,0.0,0.0,0,0,0,0,65,1,0,0,0,0,0,1,0,0,0,0,0,27,5,220,75
Adrian,Gonzalez,1B,30.750526381,gonzaad01,0.35046728971962615,0.4798598949211909,76,28,90,0,156,571,157,33,0,1,62,107,10,6,0,3,21,33,11,220,74
Carlos,Gonzalez,OF,44.6587524665,gonzaca01,0.3245469522240527,0.5397111913357401,87,40,97,2,153,554,150,25,2,0,46,133,6,1,1,6,11,30,7,220,73
Gio,Gonzalez,P,-31.0345186434,gonzagi01,0.15217391304347827,0.11627906976744186,1,0,2,0,31,43,4,1,0,0,1,18,0,2,10,0,1,30,7,210,72
Severino,Gonzalez,P,-30.4399937246,gonzase01,0.18181818181818182,0.1,2,0,1,0,7,10,1,0,0,0,1,4,0,0,1,0,0,23,0,155,74
Dee,Gordon,2B,23.1486051748,gordode01,0.35857805255023184,0.41788617886178864,88,4,46,58,145,615,205,24,8,20,25,91,2,2,6,5,6,27,4,170,71
Tuffy,Gosewisch,C,-25.6629946844,gosewtu01,0.2608695652173913,0.28125,9,1,13,2,38,128,27,6,0,1,8,23,0,1,0,1,2,32,2,200,71
Philip,Gosselin,OF,-30.4377102475,gosseph01,0.35714285714285715,0.425,2,0,2,2,20,40,13,4,0,0,2,5,0,0,0,0,0,27,2,200,73
Philip,Gosselin,OF,-19.6768795019,gosseph01,0.3815789473684211,0.5454545454545454,17,3,13,0,24,66,20,5,1,1,7,11,0,2,0,1,2,27,2,200,73
Curtis,Granderson,OF,42.6022815969,grandcu01,0.36363636363636365,0.45689655172413796,98,26,70,11,157,580,150,33,2,6,91,151,3,7,0,4,3,34,11,200,73
Yasmani,Grandal,1B,3.76228765353,grandya01,0.35294117647058826,0.4028169014084507,43,16,47,0,115,355,83,12,0,1,65,92,1,2,1,3,16,27,3,225,73
Jon,Gray,P,-31.0351672944,grayjo02,0.15384615384615385,0.0,1,0,0,0,9,11,0,0,0,0,2,6,0,0,0,0,0,24,0,235,76
Zack,Greinke,P,-25.6432583985,greinza01,0.2318840579710145,0.34328358208955223,8,2,3,1,32,67,15,2,0,0,1,14,0,0,8,1,0,32,11,195,72
Randal,Grichuk,OF,7.9442748859,grichra01,0.32857142857142857,0.5479876160990712,49,17,47,4,103,323,89,23,7,2,22,110,2,4,0,1,6,24,1,195,73
Justin,Grimm,P,-31.6301082871,grimmju01,0.0,0.0,0,0,0,0,62,1,0,0,0,0,0,1,0,0,0,0,0,27,3,210,75
Alex,Guerrero,OF,-10.0094910848,guerral01,0.2608695652173913,0.4337899543378995,25,11,36,1,106,219,51,9,1,0,7,57,0,2,0,2,7,29,1,215,72
Deolis,Guerra,P,-31.6301082871,guerrde01,0.0,0.0,0,0,0,0,10,1,0,0,0,0,0,0,0,0,0,0,0,26,0,245,77
Jedd,Gyorko,SS,-1.58874290823,gyorkje01,0.29694323144104806,0.39667458432304037,34,16,57,0,128,421,104,15,0,1,27,107,1,5,0,5,13,27,2,205,70
David,Hale,P,-31.03485379,haleda02,0.08695652173913043,0.08695652173913043,1,0,0,0,17,23,2,0,0,0,0,9,0,0,4,0,0,28,2,210,74
Cole,Hamels,P,-30.4396204414,hamelco01,0.15384615384615385,0.1794871794871795,2,0,0,0,20,39,6,1,0,0,0,15,0,0,4,0,1,32,9,200,75
Billy,Hamilton,OF,4.12241640168,hamilbi02,0.27415730337078653,0.28883495145631066,56,4,28,57,114,412,93,8,3,8,28,75,0,1,9,4,5,25,2,160,72
Jason,Hammel,P,-28.0613701993,hammeja01,0.1791044776119403,0.18461538461538463,6,0,4,0,32,65,11,1,0,0,1,18,0,0,3,1,1,33,9,225,78
Brad,Hand,P,-31.0346012104,handbr01,0.11764705882352941,0.11764705882352941,1,0,2,0,38,17,2,0,0,0,0,5,0,0,6,0,0,25,4,215,75
Donovan,Hand,P,-31.6301082871,handdo01,0.0,0.0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,29,2,235,75
J. A.,Happ,P,-31.0348212608,happja01,0.09090909090909091,0.09090909090909091,1,0,0,0,11,22,2,0,0,0,0,13,0,0,3,0,0,33,8,205,77
Aaron,Harang,P,-29.2504197662,haranaa01,0.1836734693877551,0.1875,4,0,0,0,29,48,8,1,0,0,1,18,0,0,9,0,2,37,13,260,79
Dan,Haren,P,-29.8449005694,harenda01,0.20588235294117646,0.1875,3,0,4,0,22,32,5,1,0,0,2,12,0,0,8,0,1,35,12,215,77
Dan,Haren,P,-31.034741195,harenda01,0.19047619047619047,0.058823529411764705,1,0,1,0,11,17,1,0,0,0,3,4,0,0,2,1,1,35,12,215,77
Bryce,Harper,OF,64.318429093,harpebr03,0.4602446483180428,0.6487523992322457,118,42,99,6,153,521,172,38,1,4,124,131,15,5,0,4,15,23,3,215,75
Josh,Harrison,OF,4.71766218103,harrijo05,0.3273542600896861,0.38995215311004783,57,4,28,10,114,418,120,29,1,8,19,71,1,7,3,2,4,28,4,195,68
Mitch,Harris,P,-31.6301082871,harrimi03,0.0,0.0,0,0,0,0,26,1,0,0,0,0,0,1,0,0,0,0,0,30,0,215,76
Corey,Hart,OF,-28.6158686648,hartco01,0.24561403508771928,0.35185185185185186,3,2,9,0,35,54,12,1,0,0,1,19,1,1,0,1,5,33,11,240,78
Matt,Harvey,P,-30.4202486117,harvema01,0.1076923076923077,0.18461538461538463,1,1,7,0,29,65,7,2,0,0,0,31,0,0,1,0,2,26,3,215,76
Chris,Hatcher,P,-31.6301082871,hatchch02,0.0,0.0,0,0,0,0,49,1,0,0,0,0,0,0,0,0,0,0,0,30,5,200,73
LaTroy,Hawkins,P,-31.6301082871,hawkila01,0.0,0.0,0,0,0,0,24,1,0,0,0,0,0,1,0,0,0,0,0,43,20,220,77
Adeiny,Hechavarria,SS,3.54792792214,hechaad01,0.31462925851703405,0.37446808510638296,54,5,48,7,130,470,132,17,6,2,23,78,4,2,0,4,18,26,3,215,74
Austin,Hedges,C,-22.0571404732,hedgeau01,0.21476510067114093,0.24817518248175183,13,3,11,0,56,137,23,2,0,0,8,38,1,1,3,3,1,23,0,200,73
Chris,Heisey,OF,-25.6430468334,heisech01,0.3472222222222222,0.32727272727272727,8,2,9,0,33,55,10,2,0,1,15,17,2,0,0,2,1,31,5,215,73
Jeremy,Hellickson,P,-29.8445202345,hellije01,0.2826086956521739,0.21951219512195122,3,0,7,0,29,41,9,0,0,0,2,14,0,2,3,1,0,28,5,190,73
Kyle,Hendricks,P,-30.440484775,hendrky01,0.06557377049180328,0.06666666666666667,2,0,1,0,32,60,3,1,0,0,1,24,0,0,3,0,2,26,1,190,75
Cesar,Hernandez,SS,2.87545102004,hernace02,0.3392857142857143,0.34814814814814815,57,1,35,19,127,405,110,20,4,5,40,86,1,2,4,1,6,25,2,165,70
Enrique,Hernandez,OF,-13.0595022778,hernaen02,0.3456221198156682,0.4900990099009901,24,7,22,0,76,202,62,12,2,2,11,46,0,2,1,2,3,24,1,200,71
Gorkys,Hernandez,OF,-31.6301082871,hernago01,0.0,0.0,0,0,0,1,8,5,0,0,0,0,0,0,0,0,0,0,0,28,3,190,73
Oscar,Hernandez,C,-29.2501937572,hernaos01,0.2571428571428571,0.1935483870967742,4,0,1,0,18,31,5,1,0,0,3,15,0,1,1,0,0,22,0,220,73
Dilson,Herrera,2B,-25.6234574449,herredi01,0.3106796116504854,0.36666666666666664,7,3,6,2,31,90,19,3,1,0,11,23,1,2,0,0,2,21,1,150,70
Elian,Herrera,OF,-10.0874904803,herreel01,0.2898550724637681,0.39453125,29,7,33,3,83,256,62,18,0,1,18,72,1,0,1,2,4,30,3,205,71
Jonathan,Herrera,SS,-22.0760542177,herrejo03,0.2421875,0.3333333333333333,14,2,14,3,73,126,29,5,1,0,2,23,1,0,4,0,3,31,7,180,69
Odubel,Herrera,OF,11.3356462771,herreod01,0.34398496240601506,0.41818181818181815,64,8,41,16,147,495,147,30,3,8,28,129,0,8,5,1,6,24,0,200,71
Keith,Hessler,P,-31.6218784015,hesslke01,1.0,1.0,0,0,0,0,18,1,1,0,0,0,0,0,0,0,0,0,0,26,0,215,76
Chris,Heston,P,-31.0337354942,hestoch01,0.19607843137254902,0.23529411764705882,1,0,3,0,31,51,10,2,0,0,0,18,0,0,7,0,1,27,1,195,75
Jason,Heyward,OF,23.3238953571,heywaja01,0.35855263157894735,0.43875685557586835,79,13,60,23,154,547,160,33,4,3,56,90,4,2,0,3,13,26,5,245,77
Aaron,Hill,3B,-8.91814189079,hillaa01,0.29461756373937675,0.3450479233226837,32,6,39,7,116,313,72,18,0,2,31,54,0,1,0,8,9,33,10,200,71
Matt,Holliday,OF,-14.9018318406,hollima01,0.3935018050541516,0.4104803493449782,24,4,35,2,73,229,64,16,1,1,39,49,5,6,0,3,9,35,11,250,76
David,Holmberg,P,-30.4393780711,holmbda01,0.36363636363636365,0.125,2,0,0,0,6,8,1,0,0,0,2,5,0,1,1,0,0,24,2,245,75
Tyler,Holt,OF,-30.4399168261,holtty01,0.23076923076923078,0.09090909090909091,2,0,0,1,5,11,1,0,0,0,2,2,0,0,0,0,0,26,1,190,70
Ryan,Howard,1B,14.0057221989,howarry01,0.27689243027888444,0.44325481798715205,53,23,77,0,129,467,107,29,1,0,27,138,2,5,0,3,11,36,11,250,76
Daniel,Hudson,P,-31.6301082871,hudsoda01,0.0,0.0,0,0,0,0,64,1,0,0,0,0,0,1,0,0,0,0,0,28,6,235,75
Tim,Hudson,P,-29.2301795423,hudsoti01,0.20512820512820512,0.3157894736842105,3,1,1,0,24,38,7,2,0,0,1,11,0,0,3,0,0,40,16,175,73
David,Huff,P,-31.6301082871,huffda01,0.0,0.0,0,0,0,0,3,1,0,0,0,0,0,0,0,0,0,0,0,31,6,210,73
Nick,Hundley,C,1.26767628239,hundlni01,0.3393316195372751,0.4672131147540984,45,10,43,5,103,366,110,21,5,6,21,76,0,1,0,1,8,32,7,205,73
Raisel,Iglesias,P,-31.6291852287,iglesra01,0.06666666666666667,0.13333333333333333,0,0,1,0,18,30,2,0,1,0,0,13,0,0,1,0,0,25,0,185,74
Ender,Inciarte,OF,15.4584205945,inciaen01,0.33810375670840787,0.4083969465648855,73,6,45,21,132,524,159,27,5,10,26,58,0,4,2,5,8,25,1,185,70
Travis,Ishikawa,OF,-31.0351337829,ishiktr01,0.16666666666666666,0.0,1,0,0,0,6,5,0,0,0,0,1,3,0,0,0,0,0,32,9,220,75
Travis,Ishikawa,OF,-28.0407400719,ishiktr01,0.3181818181818182,0.3275862068965517,5,1,8,0,38,58,13,3,0,0,8,17,0,0,0,0,2,32,9,220,75
Austin,Jackson,OF,-25.0678171214,jacksau01,0.3037974683544304,0.375,10,1,10,2,29,72,17,7,0,1,5,19,0,2,0,0,1,28,5,205,73
Edwin,Jackson,P,-31.6301082871,jacksed01,0.0,0.0,0,0,0,0,24,1,0,0,0,0,0,0,0,0,0,0,0,32,12,210,75
Travis,Jankowski,OF,-25.0486795747,jankotr01,0.24468085106382978,0.34444444444444444,9,2,12,2,34,90,19,2,2,1,4,24,0,0,2,0,1,24,0,190,75
Jon,Jay,OF,-16.1503909875,jayjo02,0.30578512396694213,0.2571428571428571,25,1,10,0,79,210,44,5,1,2,19,36,5,11,3,2,7,30,5,195,71
Luis,Jimenez,3B,-31.0348682959,jimenlu02,0.125,0.06666666666666667,1,0,0,0,15,15,1,0,0,0,1,6,0,0,0,0,0,27,2,205,73
Chris,Johnson,3B,-23.2651284449,johnsch05,0.2716049382716049,0.3202614379084967,12,2,11,2,56,153,36,7,0,1,7,49,0,1,0,1,3,31,6,225,75
Dan,Johnson,1B,-31.0340603408,johnsda06,0.23809523809523808,0.15789473684210525,1,0,2,0,12,19,3,0,0,0,2,4,0,0,0,0,1,36,10,210,74
Kelly,Johnson,OF,-14.2099379948,johnske05,0.32142857142857145,0.45054945054945056,20,9,34,1,62,182,50,5,0,1,13,43,1,0,0,1,4,33,10,195,73
Kelly,Johnson,OF,-17.8552753657,johnske05,0.30434782608695654,0.4140625,18,5,13,1,49,128,32,6,0,0,10,38,1,0,0,0,4,33,10,195,73
Reed,Johnson,OF,-31.6279231795,johnsre02,0.25,0.2727272727272727,0,0,3,0,17,22,5,1,0,0,0,6,0,1,0,1,1,39,12,180,70
Taylor,Jordan,P,-31.6273649919,jordata01,0.3333333333333333,0.3333333333333333,0,0,0,0,4,6,2,0,0,0,0,2,0,0,0,0,0,26,2,210,77
Taylor,Jungmann,P,-30.4384525212,jungmta01,0.2894736842105263,0.32432432432432434,2,0,0,0,21,37,10,2,0,0,1,12,0,0,6,0,0,26,0,220,78
Jung Ho,Kang,SS,13.2557779205,kangju01,0.3554603854389722,0.46080760095011875,60,15,58,5,126,421,121,24,2,4,28,99,0,17,0,1,10,28,0,205,72
Casey,Kelly,P,-31.6301082871,kellyca01,0.0,0.0,0,0,0,0,3,2,0,0,0,0,0,0,0,0,1,0,0,26,3,215,75
Don,Kelly,3B,-31.6301082871,kellydo01,0.0,0.0,0,0,0,0,2,1,0,0,0,0,0,0,0,0,0,0,0,35,8,190,76
Matt,Kemp,OF,30.0583606429,kempma01,0.3117283950617284,0.4429530201342282,80,23,100,12,154,596,158,31,3,2,39,147,0,5,0,8,17,31,9,210,76
Howie,Kendrick,2B,11.949579162,kendrho01,0.3360323886639676,0.40948275862068967,64,9,54,6,117,464,137,22,2,2,27,82,1,2,1,1,17,32,9,220,71
Kyle,Kendrick,P,-27.4465497126,kendrky01,0.2391304347826087,0.3023255813953488,6,1,2,0,27,43,8,2,0,0,3,16,0,0,3,0,1,31,8,210,75
Ian,Kennedy,P,-29.8453067817,kenneia01,0.09523809523809523,0.16666666666666666,3,0,0,0,30,42,4,3,0,0,0,23,0,0,6,0,1,31,8,200,72
Clayton,Kershaw,P,-30.4397366194,kershcl01,0.16216216216216217,0.15492957746478872,2,0,2,0,34,71,9,2,0,0,2,23,0,1,5,0,2,27,7,225,76
Craig,Kimbrel,P,-31.6301082871,kimbrcr01,0.0,0.0,0,0,0,0,61,1,0,0,0,0,0,1,0,0,0,0,0,27,5,220,71
Brandon,Kintzler,P,-31.6301082871,kintzbr01,0.0,0.0,0,0,0,0,7,1,0,0,0,0,0,0,0,0,0,0,0,31,5,190,70
Tom,Koehler,P,-30.439842201,koehlto01,0.15384615384615385,0.14,2,0,1,0,32,50,6,1,0,0,2,28,0,0,12,0,1,29,3,235,75
George,Kontos,P,-31.6301082871,kontoge01,0.0,0.0,0,0,0,0,73,2,0,0,0,0,0,2,0,0,1,0,0,30,4,215,75
Pete,Kozma,OF,-22.7105567267,kozmape01,0.23636363636363636,0.15151515151515152,15,0,2,3,76,99,15,0,0,1,10,21,2,1,1,0,0,27,4,190,72
Erik,Kratz,1B,-29.8440229308,kratzer01,0.2608695652173913,0.3181818181818182,3,0,2,0,12,22,5,2,0,0,1,3,0,0,0,0,0,35,5,240,76
John,Lackey,P,-31.6288574134,lackejo01,0.16666666666666666,0.14516129032258066,0,0,3,0,33,62,7,2,0,0,4,24,0,0,4,0,2,37,13,235,78
Aaron,Laffey,P,-31.6259933443,laffeaa01,0.5,0.5,0,0,0,0,3,2,1,0,0,0,0,1,0,0,0,0,0,30,8,200,72
Juan,Lagares,OF,0.0,lagarju01,0.28879310344827586,0.35827664399092973,47,6,41,7,143,441,114,16,5,3,16,87,2,4,1,3,6,26,2,215,73
Gerald,Laird,C,-31.6301082871,lairdge01,0.0,0.0,0,0,0,0,1,2,0,0,0,0,0,0,0,0,0,0,0,36,12,230,73
Junior,Lake,OF,-29.8243747899,lakeju01,0.27419354838709675,0.3448275862068966,2,1,5,4,21,58,13,4,0,0,4,20,0,0,0,0,1,25,2,215,75
Ryan,LaMarre,OF,-30.4403721865,lamarry01,0.08,0.08,2,0,0,0,21,25,2,0,0,0,0,9,0,0,1,0,1,27,0,205,73
Jake,Lamb,3B,-5.35058588304,lambja01,0.33076923076923076,0.38571428571428573,38,6,34,3,107,350,92,15,5,2,36,97,3,1,0,3,5,25,1,205,75
John,Lamb,P,-31.6292429198,lambjo02,0.0625,0.125,0,0,1,0,10,16,1,1,0,0,0,8,0,0,0,0,0,25,0,205,76
Andrew,Lambo,OF,-31.0348297202,lamboan01,0.1111111111111111,0.08,1,0,0,0,20,25,1,1,0,0,2,8,0,0,0,0,0,27,2,215,75
Tommy,La Stella,3B,-28.6348394316,lasteto01,0.32432432432432434,0.40298507462686567,4,1,11,2,33,67,18,6,0,0,5,7,0,1,0,1,1,26,1,190,71
Mat,Latos,P,-31.6278222077,latosma01,0.2777777777777778,0.2777777777777778,0,0,1,0,16,18,5,0,0,0,0,6,0,0,9,0,0,28,6,245,78
Mat,Latos,P,-31.032826137,latosma01,0.3333333333333333,0.3333333333333333,1,0,0,0,6,6,2,0,0,0,0,1,0,0,1,0,0,28,6,245,78
Ryan,Lavarnway,1B,-27.4263841743,lavarry01,0.3108108108108108,0.3939393939393939,5,2,6,0,27,66,15,5,0,0,8,21,1,0,0,0,4,28,4,240,76
Mike,Leake,P,-29.2307333285,leakemi01,0.1346153846153846,0.25,3,1,5,0,25,52,7,3,0,0,0,25,0,0,4,0,0,28,5,190,70
Mike,Leake,P,-30.4200917383,leakemi01,0.058823529411764705,0.23529411764705882,1,1,3,0,12,17,1,0,0,0,0,11,0,0,0,0,0,28,5,190,70
Sam,LeCure,P,-31.6301082871,lecursa01,0.0,0.0,0,0,0,0,19,1,0,0,0,0,0,0,0,0,0,0,0,31,5,210,72
Zach,Lee,P,-31.6301082871,leeza01,0.0,0.0,0,0,0,0,1,2,0,0,0,0,0,0,0,0,0,0,0,24,0,210,76
DJ,LeMahieu,2B,22.5928264663,lemahdj01,0.3581847649918963,0.3882978723404255,85,6,61,23,150,564,170,21,5,3,50,107,4,1,3,2,20,27,4,215,76
Jon,Lester,P,-28.0622313395,lestejo01,0.1076923076923077,0.06451612903225806,6,0,0,0,32,62,4,0,0,0,3,30,0,0,6,0,1,31,9,240,76
Adam,Liberatore,P,-31.6301082871,liberad01,0.0,0.0,0,0,0,0,39,2,0,0,0,0,0,2,0,0,0,0,0,28,0,240,75
Tim,Lincecum,P,-31.6284703365,linceti01,0.21739130434782608,0.19047619047619047,0,0,0,0,16,21,3,1,0,0,2,10,0,0,2,0,1,31,8,170,71
Adam,Lind,1B,23.4602653995,lindad01,0.36013986013986016,0.4601593625498008,72,20,87,0,149,502,139,32,0,0,66,100,11,1,0,3,7,32,9,195,74
Francisco,Liriano,P,-28.6361255926,liriafr01,0.16923076923076924,0.24615384615384617,4,1,7,0,31,65,11,2,0,0,0,28,0,0,2,0,0,32,10,225,74
Radhames,Liz,P,-31.6301082871,lizra01,0.0,0.0,0,0,0,0,14,1,0,0,0,0,0,0,0,0,0,0,0,32,8,200,74
Jose,Lobaton,C,-23.2457916901,lobatjo01,0.2792207792207792,0.29411764705882354,11,3,20,0,44,136,27,4,0,0,15,40,1,1,1,2,5,31,6,215,73
Jeff,Locke,P,-31.0347921591,lockeje01,0.10638297872340426,0.08888888888888889,1,0,2,0,30,45,3,1,0,0,2,18,0,0,7,0,1,28,4,195,72
Adam,Loewen,P,-31.6273649919,loewead01,0.3333333333333333,0.3333333333333333,0,0,0,0,20,3,1,0,0,0,0,0,0,0,0,0,1,31,9,235,78
Kyle,Lohse,P,-29.8444485184,lohseky01,0.23076923076923078,0.2564102564102564,3,0,1,0,41,39,9,1,0,0,0,10,0,0,3,0,1,37,14,215,74
Ryan,Lollis,OF,-31.6285690821,lolliry01,0.23076923076923078,0.16666666666666666,0,0,0,1,5,12,2,0,0,0,1,1,0,0,0,0,0,29,0,185,74
?,?,?,-31.0353318053,lombast02,0.09090909090909091,0.0,1,0,0,0,12,10,0,0,0,0,1,4,0,0,0,0,0,27,4,200,72
Jorge,Lopez,P,-31.6301082871,lopezjo02,0.0,0.0,0,0,0,0,2,2,0,0,0,0,0,2,0,0,1,0,0,22,0,190,75
Michael,Lorenzen,P,-29.2495304124,lorenmi01,0.2702702702702703,0.3055555555555556,4,0,4,0,33,36,9,0,1,0,0,13,0,1,4,0,0,23,0,205,75
Jonathan,Lucroy,1B,2.99243827825,lucrojo01,0.32608695652173914,0.3908355795148248,51,7,43,1,103,371,98,20,3,0,36,64,0,1,1,6,18,29,5,195,72
Jordan,Lyles,P,-31.6301082871,lylesjo01,0.0,0.0,0,0,0,0,11,19,0,0,0,0,0,11,0,0,0,0,0,25,4,230,76
Lance,Lynn,P,-29.8449503012,lynnla01,0.16,0.2,3,0,1,0,31,50,8,2,0,0,0,26,0,0,5,0,0,28,4,240,77
Tyler,Lyons,P,-29.8447126422,lyonsty01,0.2777777777777778,0.1875,3,0,1,0,17,16,3,0,0,0,2,4,0,0,2,0,0,27,2,200,76
Jean,Machi,P,-31.6301082871,machije01,0.0,0.0,0,0,0,0,33,3,0,0,0,0,0,2,0,0,0,0,0,33,3,255,72
Martin,Maldonado,1B,-17.8754787937,maldoma01,0.2823529411764706,0.2925764192139738,19,4,22,0,79,229,48,7,0,1,23,65,3,1,1,2,6,29,4,225,72
Seth,Maness,P,-31.6301082871,manesse01,0.0,0.0,0,0,0,0,77,3,0,0,0,0,0,2,0,0,0,0,0,27,2,190,72
Sugar Ray,Marimon,P,-31.6271160494,marimsu01,0.42857142857142855,0.3333333333333333,0,0,0,0,16,6,2,0,0,0,1,3,0,0,0,0,0,27,0,195,73
Nick,Markakis,OF,13.6163141074,markani01,0.37026239067055394,0.3758169934640523,73,3,53,2,156,612,181,38,1,1,70,83,11,3,0,1,17,32,9,190,73
Jason,Marquis,P,-30.4391364744,marquja01,0.1875,0.25,2,0,1,0,10,16,3,1,0,0,0,4,0,0,1,0,0,37,15,220,73
Starling,Marte,OF,29.9805758726,martest01,0.33650793650793653,0.4438687392055268,84,19,81,30,153,579,166,30,2,10,27,123,3,19,3,5,14,27,3,185,73
