first,last,pos,value,id,OBP,SLG,R,HR,RBI,SB,G,AB,H,2B,3B,CS,BB,SO,IBB,HBP,SH,SF,GIDP,age,years played,weight,height
Hunter,Strickland,P,-31.6301082871,strichu01,0.0,0.0,0,0,0,0,55,1,0,0,0,0,0,1,0,0,0,0,0,27,1,220,76
Drew,Stubbs,OF,-20.2333822783,stubbdr01,0.2857142857142857,0.43137254901960786,14,5,10,2,51,102,22,3,2,1,9,50,1,1,2,0,1,31,6,205,76
Eric,Stults,P,-31.6294752189,stulter01,0.07692307692307693,0.07692307692307693,0,0,0,0,9,13,1,0,0,0,0,7,0,0,3,0,0,36,9,220,74
Eugenio,Suarez,SS,1.32588516128,suareeu01,0.3147208121827411,0.44623655913978494,42,13,48,4,97,372,104,19,2,1,17,94,0,3,4,2,7,24,1,180,71
Andrew,Susac,C,-21.4617105882,susacan01,0.2972972972972973,0.3684210526315789,14,3,14,0,52,133,29,7,2,0,14,43,0,1,0,0,2,25,1,215,73
Ichiro,Suzuki,OF,-4.25955454505,suzukic01,0.2817551963048499,0.27889447236180903,45,1,21,11,153,398,91,5,6,5,31,51,1,0,5,4,8,42,14,170,71
Darnell,Sweeney,OF,-24.4345220742,sweenda02,0.2857142857142857,0.35294117647058826,9,3,11,0,37,85,15,4,1,2,13,27,0,0,0,0,1,24,0,195,73
Nick,Swisher,OF,-24.4149713871,swishni01,0.348993288590604,0.3389830508474576,8,4,17,0,46,118,23,5,0,0,27,30,0,2,0,2,7,35,11,195,72
Noah,Syndergaard,P,-29.8247361268,syndeno01,0.22727272727272727,0.3023255813953488,2,1,4,0,24,43,9,1,0,0,1,26,0,0,6,0,0,23,0,240,78
Matt,Szczur,OF,-28.0408115699,szczuma01,0.27848101265822783,0.3333333333333333,5,1,8,2,47,72,16,5,0,0,6,15,0,0,1,1,1,26,1,200,72
Jose,Tabata,OF,-30.4385123463,tabatjo01,0.34146341463414637,0.2894736842105263,2,0,4,0,27,38,11,0,0,1,2,7,0,1,0,0,3,27,5,210,71
Travis,Tartamella,C,-31.6259933443,tartatr01,0.5,0.5,0,0,0,0,3,2,1,0,0,0,0,0,0,0,0,0,0,28,0,205,72
Michael,Taylor,OF,6.10107981493,taylomi02,0.2823529411764706,0.3580508474576271,49,14,63,16,138,472,108,15,2,3,35,158,9,1,1,2,5,24,1,210,75
Taylor,Teagarden,C,-31.6284623099,teagata01,0.2,0.2,0,0,2,0,8,15,3,0,0,0,0,4,0,0,0,0,1,32,7,210,72
Julio,Teheran,P,-31.6292294497,teherju01,0.12962962962962962,0.09615384615384616,0,0,2,0,33,52,5,0,0,0,2,9,0,0,14,0,0,24,4,200,74
Ruben,Tejada,SS,-8.38185213111,tejadru01,0.33827160493827163,0.35,36,3,28,2,116,360,94,23,0,1,38,70,5,5,2,2,6,26,5,200,71
Tomas,Telis,C,-31.0341966277,telisto01,0.20689655172413793,0.14814814814814814,1,0,0,0,17,27,4,0,0,0,1,3,1,1,0,0,2,24,1,215,68
Joey,Terdoslavich,OF,-28.0406409409,terdojo01,0.2542372881355932,0.375,5,1,4,0,28,56,12,4,1,0,3,14,1,0,0,0,1,27,2,200,74
Ian,Thomas,P,-31.0349159583,thomaia01,0.25,0.0,1,0,0,0,9,3,0,0,0,0,1,1,0,0,0,0,1,28,1,215,76
Tyler,Thornburg,P,-31.6301082871,thornty01,0.0,0.0,0,0,0,0,24,3,0,0,0,0,0,1,0,0,0,0,0,27,3,190,71
Yasmany,Tomas,OF,-2.31947899627,tomasya01,0.3051643192488263,0.4014778325123153,40,9,48,5,118,406,111,19,3,2,17,110,0,2,0,1,16,25,0,255,74
Kelby,Tomlinson,SS,-16.7245034355,tomlike01,0.35751295336787564,0.4044943820224719,23,2,20,5,54,178,54,6,3,4,14,40,0,1,0,0,3,25,0,180,75
Alex,Torres,P,-31.6301082871,torreal01,0.0,0.0,0,0,0,0,39,1,0,0,0,0,0,0,0,0,0,0,0,28,4,185,70
Carlos,Torres,P,-31.0273395466,torreca01,1.0,1.0,1,0,0,0,59,1,1,0,0,0,0,0,0,0,0,0,0,33,6,180,73
Ronald,Torreyes,3B,-31.0316411962,torrero01,0.42857142857142855,0.5,1,0,1,0,8,6,2,1,0,0,1,1,0,0,1,0,0,23,0,150,70
Blake,Treinen,P,-31.6301082871,treinbl01,0.0,0.0,0,0,0,0,60,2,0,0,0,0,0,1,0,0,2,0,0,27,1,230,77
Mark,Trumbo,OF,-12.4260702938,trumbma01,0.29891304347826086,0.5057471264367817,23,9,23,0,46,174,45,10,3,0,10,39,0,0,0,0,4,29,5,225,76
Chin-hui,Tsao,P,-31.0217235567,tsaoch01,1.0,2.0,1,0,0,0,5,1,1,1,0,0,0,0,0,0,0,0,0,34,12,170,74
Troy,Tulowitzki,SS,3.09026069978,tulowtr01,0.3475783475783476,0.47058823529411764,46,12,53,0,87,323,97,19,0,0,24,72,4,1,0,3,13,31,9,215,75
Justin,Turner,SS,10.8972928687,turneju01,0.3698630136986301,0.4909090909090909,55,16,60,5,126,385,113,26,1,2,36,71,1,13,1,4,10,31,6,205,71
Trea,Turner,SS,-28.0408140028,turnetr01,0.29545454545454547,0.325,5,1,1,2,27,40,9,1,0,2,4,12,0,0,0,0,0,22,0,175,73
Dan,Uggla,2B,-23.2651735727,ugglada01,0.2978723404255319,0.3,12,2,16,0,67,120,22,4,2,1,19,40,0,1,0,1,3,35,9,210,71
Melvin,Upton,OF,-14.882435352,uptonbj01,0.3274336283185841,0.4292682926829268,23,5,17,9,87,205,53,12,4,3,21,62,2,0,2,0,1,31,11,185,75
Justin,Upton,OF,34.8731873411,uptonju01,0.3360258481421648,0.45387453874538747,85,26,81,19,150,542,136,26,3,5,68,159,5,4,0,5,10,28,8,205,74
Jose,Urena,P,-31.6294752189,urenajo01,0.07692307692307693,0.07692307692307693,0,0,0,0,20,13,1,0,0,0,0,9,0,0,0,0,0,24,0,175,75
Juan,Uribe,3B,-27.4463881823,uribeju01,0.28735632183908044,0.30864197530864196,6,1,6,1,29,81,20,2,0,0,5,9,0,0,0,1,5,36,14,245,72
Juan,Uribe,3B,-17.2214031619,uribeju01,0.3532934131736527,0.46357615894039733,17,7,17,1,46,151,43,6,0,0,15,37,2,1,0,0,5,36,14,245,72
Juan,Uribe,3B,-17.8357334817,uribeju01,0.3006993006993007,0.4296875,17,6,20,0,44,128,28,9,0,0,14,34,1,1,0,0,2,36,14,245,72
Chase,Utley,3B,-14.8830884684,utleych01,0.28368794326241137,0.3333333333333333,23,5,30,3,73,249,54,12,1,0,22,35,4,4,0,7,6,37,12,190,73
Chase,Utley,3B,-21.4617586115,utleych01,0.2907801418439716,0.3629032258064516,14,3,9,1,34,124,25,9,1,0,10,29,0,6,0,1,1,37,12,190,73
Jordany,Valdespin,OF,-31.6301082871,valdejo02,0.0,0.0,0,0,0,0,2,4,0,0,0,0,0,1,0,0,0,0,0,28,3,190,72
Scott,Van Slyke,OF,-16.6468748147,vanslsc01,0.31746031746031744,0.38288288288288286,19,6,30,3,96,222,53,14,0,1,23,62,2,4,1,3,5,29,3,220,76
Will,Venable,OF,-7.72881701207,venabwi01,0.3181818181818182,0.37809187279151946,34,6,30,11,98,283,73,10,3,1,25,73,1,0,0,0,8,33,7,205,75
Logan,Verrett,P,-31.6301082871,verrelo01,0.0,0.0,0,0,0,0,14,7,0,0,0,0,0,2,0,0,1,0,0,25,0,190,74
Carlos,Villanueva,P,-31.6301082871,villaca01,0.0,0.0,0,0,0,0,35,8,0,0,0,0,0,5,0,0,3,0,0,32,9,215,74
Pedro,Villarreal,P,-31.6278006412,villape01,0.16666666666666666,0.3333333333333333,0,0,2,0,29,6,1,1,0,0,0,3,0,0,0,0,0,28,3,235,73
Ryan,Vogelsong,P,-29.2306613241,vogelry01,0.16216216216216217,0.25,3,1,2,0,33,36,5,1,0,0,1,13,0,0,8,0,0,38,15,215,76
Joey,Votto,1B,42.6613957831,vottojo01,0.4589928057553957,0.5412844036697247,95,29,80,11,158,545,171,33,2,3,143,135,15,5,0,2,11,32,8,220,74
Michael,Wacha,P,-28.655881894,wachami01,0.21428571428571427,0.17307692307692307,5,0,4,1,30,52,8,1,0,0,4,20,0,0,6,0,0,24,2,210,78
Tsuyoshi,Wada,P,-31.0352789993,wadats01,0.1111111111111111,0.0,1,0,0,0,8,8,0,0,0,0,1,5,0,0,0,0,0,34,1,180,71
Tyler,Wagner,P,-31.6301082871,wagnety01,0.0,0.0,0,0,0,0,3,3,0,0,0,0,0,2,0,0,0,0,0,24,0,195,75
Adam,Wainwright,P,-31.6301082871,wainwad01,0.0,0.0,0,0,0,0,7,10,0,0,0,0,0,2,0,0,0,0,0,34,10,235,79
?,?,?,-31.6301082871,waldrky02,0.0,0.0,0,0,0,0,1,1,0,0,0,0,0,1,0,0,0,0,0,24,0,215,74
Neil,Walker,2B,19.2203708723,walkene01,0.3283582089552239,0.427255985267035,69,16,71,4,151,543,146,32,3,1,44,110,5,8,0,8,9,30,6,210,75
Brett,Wallace,3B,-20.2326495375,wallabr01,0.37383177570093457,0.5208333333333334,14,5,16,0,64,96,29,6,0,0,10,31,1,1,0,0,1,29,5,235,74
Ryan,Weber,P,-31.6301082871,weberry01,0.0,0.0,0,0,0,0,5,10,0,0,0,0,0,8,0,0,0,0,0,25,0,180,72
Allen,Webster,P,-31.0355694322,webstal01,0.0,0.0,1,0,0,0,9,11,0,0,0,0,0,6,0,0,0,0,0,25,2,190,74
Jayson,Werth,OF,6.06234671511,werthja01,0.30158730158730157,0.38368580060422963,51,12,42,0,88,331,73,16,1,1,38,84,0,3,0,6,8,36,13,240,77
Joe,Wieland,P,-31.6301082871,wielajo01,0.0,0.0,0,0,0,0,2,1,0,0,0,0,0,1,0,0,1,0,0,25,3,205,74
Jackson,Williams,C,-31.0327643942,willija01,0.42857142857142855,0.3,1,0,1,1,7,10,2,1,0,0,4,1,0,0,0,0,0,29,1,200,71
Jerome,Williams,P,-31.6293197515,willije02,0.09375,0.0967741935483871,0,0,1,0,33,31,2,1,0,0,1,14,0,0,4,0,0,34,12,260,75
Mac,Williamson,OF,-30.4388360459,willima08,0.23529411764705882,0.28125,2,0,1,0,10,32,7,0,1,0,0,8,0,1,0,1,1,25,0,240,77
Matt,Wisler,P,-31.6288277525,wislema01,0.1935483870967742,0.13793103448275862,0,0,1,0,21,29,4,0,0,0,2,6,0,0,5,0,0,23,0,195,75
Kolten,Wong,2B,17.3391859736,wongko01,0.32137030995106036,0.3859964093357271,71,11,61,15,150,557,146,28,4,8,36,95,2,15,0,5,10,25,2,185,69
Alex,Wood,P,-31.0339674774,woodal02,0.2222222222222222,0.18181818181818182,1,0,4,0,20,33,5,1,0,0,3,21,0,0,5,0,1,24,2,215,76
Alex,Wood,P,-31.0337248327,woodal02,0.21739130434782608,0.22727272727272727,1,0,0,0,12,22,4,1,0,0,1,13,0,0,3,0,1,24,2,215,76
Travis,Wood,P,-31.6291382669,woodtr01,0.15625,0.1,0,0,2,0,60,30,3,0,0,0,2,16,0,0,0,0,0,28,5,175,71
Rob,Wooten,P,-31.6301082871,wootero01,0.0,0.0,0,0,0,0,4,1,0,0,0,0,0,0,0,0,0,0,0,30,2,200,73
Vance,Worley,P,-31.0337867471,worleva01,0.17647058823529413,0.23529411764705882,1,0,0,0,24,17,3,1,0,0,0,6,0,0,1,0,0,28,5,250,74
David,Wright,3B,-14.2877331412,wrighda03,0.3793103448275862,0.4342105263157895,24,5,17,2,38,152,44,7,0,1,22,36,0,0,0,0,4,33,11,205,72
Christian,Yelich,OF,10.1271492527,yelicch01,0.3657142857142857,0.41596638655462187,63,7,44,16,126,476,143,30,2,5,47,101,2,2,0,0,13,24,2,195,74
Rafael,Ynoa,OF,-23.303938994,ynoara01,0.27692307692307694,0.33858267716535434,14,0,9,1,72,127,33,8,1,0,3,28,0,0,1,0,2,28,1,190,72
Eric,Young,OF,-27.4662063077,younger03,0.2289156626506024,0.2727272727272727,7,0,5,3,35,77,13,4,2,0,6,17,1,0,2,0,1,30,6,195,70
Eric,Young,OF,-26.2789681604,younger03,0.1111111111111111,0.0,9,0,0,3,18,8,0,0,0,2,0,1,0,1,0,0,0,30,6,195,70
Jordan,Zimmermann,P,-29.2505573939,zimmejo02,0.15873015873015872,0.1746031746031746,4,0,3,0,33,63,10,1,0,0,0,18,0,0,6,0,0,29,6,225,74
Ryan,Zimmerman,OF,3.76252038279,zimmery01,0.3076923076923077,0.4653179190751445,43,16,73,1,95,346,86,25,1,0,33,79,0,1,0,10,13,31,10,220,75
