first,last,pos,value,id,W,SV,SO,-ERA,-WHIP,QS(=1),H,BB,IPOuts,HBP,IBB,L,G,GS,CG,SHO,ER,HR,WP,BK,BFP,GF,R,age,years played,weight,height
Michael,Lorenzen,P,7.92992368284,lorenmi01,4,0,83,-5.4,-0.5529411764705883,1,131.0,57.0,340.0,6.0,6.0,9.0,27.0,21.0,0.0,0.0,68.0,18.0,4.0,0.0,515.0,1.0,70.0,23,0,205,75
Jordan,Lyles,P,2.86275986402,lylesjo01,2,0,30,-5.14,-0.4965986394557823,1,54.0,19.0,147.0,3.0,1.0,5.0,10.0,10.0,0.0,0.0,28.0,2.0,2.0,0.0,212.0,0.0,32.0,25,4,230,76
Lance,Lynn,P,15.9136180101,lynnla01,12,0,167,-3.03,-0.45627376425855515,1,172.0,68.0,526.0,5.0,5.0,11.0,31.0,31.0,0.0,0.0,59.0,13.0,2.0,0.0,751.0,0.0,66.0,28,4,240,77
Tyler,Lyons,P,5.73136288498,lyonsty01,3,0,60,-3.75,-0.4111111111111111,1,59.0,15.0,180.0,1.0,0.0,1.0,17.0,8.0,0.0,0.0,25.0,12.0,4.0,0.0,255.0,1.0,29.0,27,2,200,76
Jean,Machi,P,2.10453723506,machije01,1,0,22,-5.14,-0.49523809523809526,1,38.0,14.0,105.0,1.0,0.0,0.0,33.0,0.0,0.0,0.0,20.0,3.0,1.0,0.0,159.0,8.0,21.0,33,3,255,72
Seth,Maness,P,6.71084959,manesse01,4,3,46,-4.26,-0.47368421052631576,1,77.0,13.0,190.0,1.0,4.0,2.0,76.0,0.0,0.0,0.0,30.0,7.0,2.0,0.0,270.0,13.0,35.0,27,2,190,72
Sugar Ray,Marimon,P,1.34754731154,marimsu01,0,0,14,-7.36,-0.5714285714285714,1,30.0,14.0,77.0,0.0,0.0,1.0,16.0,0.0,0.0,0.0,21.0,3.0,0.0,0.0,117.0,5.0,21.0,27,0,195,73
Matt,Marksberry,P,2.0179726728,marksma01,0,0,21,-5.01,-0.5428571428571428,1,22.0,16.0,70.0,1.0,2.0,3.0,31.0,0.0,0.0,0.0,13.0,2.0,3.0,0.0,108.0,4.0,16.0,25,0,200,73
Jason,Marquis,P,3.52575398838,marquja01,3,0,37,-6.46,-0.5492957746478874,1,64.0,14.0,142.0,1.0,2.0,4.0,9.0,9.0,0.0,0.0,34.0,10.0,3.0,0.0,216.0,0.0,37.0,37,15,220,73
Evan,Marshall,P,0.675106310295,marshev01,0,0,7,-6.08,-0.625,1,20.0,5.0,40.0,0.0,1.0,2.0,13.0,0.0,0.0,0.0,9.0,3.0,1.0,0.0,61.0,4.0,9.0,25,1,225,74
Carlos,Martinez,P,17.5260136271,martica04,14,0,184,-3.01,-0.42857142857142855,1,168.0,63.0,539.0,8.0,5.0,7.0,31.0,29.0,0.0,0.0,60.0,13.0,8.0,1.0,755.0,1.0,65.0,24,2,185,72
Cody,Martin,P,2.28713544736,martico01,2,0,24,-5.4,-0.47692307692307695,1,24.0,7.0,65.0,1.0,0.0,3.0,21.0,0.0,0.0,0.0,13.0,4.0,1.0,0.0,92.0,2.0,13.0,26,0,230,75
Rafael,Martin,P,2.38293588287,martira04,2,0,25,-5.11,-0.4594594594594595,1,12.0,5.0,37.0,1.0,0.0,0.0,13.0,0.0,0.0,0.0,7.0,4.0,0.0,0.0,56.0,5.0,9.0,31,0,220,75
Nick,Masset,P,0.576801594824,masseni01,0,0,6,-1.86,-0.4482758620689655,1,12.0,1.0,29.0,1.0,0.0,0.0,8.0,0.0,0.0,0.0,2.0,0.0,1.0,0.0,41.0,2.0,3.0,33,9,235,77
Nick,Masset,P,1.13618646132,masseni01,2,0,12,-6.46,-0.5652173913043478,1,18.0,8.0,46.0,1.0,3.0,2.0,20.0,0.0,0.0,0.0,11.0,3.0,3.0,0.0,72.0,3.0,12.0,33,9,235,77
Marcos,Mateo,P,3.1594803347,mateoma01,1,0,33,-4.0,-0.38271604938271603,1,22.0,9.0,81.0,3.0,1.0,1.0,26.0,0.0,0.0,0.0,12.0,5.0,1.0,0.0,113.0,6.0,16.0,31,5,220,73
Ryan,Mattheus,P,3.34198415064,matthry01,2,0,35,-4.09,-0.509090909090909,1,67.0,17.0,165.0,2.0,2.0,4.0,57.0,0.0,0.0,0.0,25.0,3.0,6.0,1.0,249.0,14.0,31.0,32,4,220,75
Tyler,Matzek,P,1.42275485875,matzety01,2,0,15,-4.09,-0.6060606060606061,1,21.0,19.0,66.0,3.0,0.0,1.0,5.0,5.0,0.0,0.0,10.0,2.0,2.0,0.0,102.0,0.0,10.0,25,1,230,75
Steven,Matz,P,3.22607391411,matzst01,4,0,34,-2.27,-0.411214953271028,1,34.0,10.0,107.0,1.0,0.0,0.0,6.0,6.0,0.0,0.0,9.0,4.0,0.0,0.0,149.0,0.0,9.0,24,0,200,74
Brandon,Maurer,P,3.67787932279,maurebr01,7,0,39,-3.0,-0.35294117647058826,1,39.0,15.0,153.0,1.0,1.0,4.0,53.0,0.0,0.0,0.0,17.0,3.0,1.0,0.0,206.0,10.0,19.0,25,2,220,77
Vin,Mazzaro,P,0.577851060264,mazzavi01,0,0,6,-3.75,-0.5833333333333334,1,15.0,6.0,36.0,0.0,1.0,0.0,10.0,0.0,0.0,0.0,5.0,0.0,0.0,0.0,55.0,5.0,6.0,29,6,220,74
Cory,Mazzoni,P,0.779224731141,mazzoco01,0,0,8,-20.77,-1.0769230769230769,1,23.0,5.0,26.0,0.0,0.0,0.0,8.0,0.0,0.0,0.0,20.0,2.0,0.0,0.0,53.0,4.0,22.0,26,0,200,73
Brandon,McCarthy,P,2.75773466072,mccarbr01,3,0,29,-5.87,-0.4057971014492754,1,24.0,4.0,69.0,0.0,0.0,0.0,4.0,4.0,0.0,0.0,15.0,9.0,0.0,0.0,94.0,0.0,15.0,32,10,220,79
Scott,McGough,P,0.389093185577,mcgousc01,0,0,4,-9.45,-0.8,1,12.0,4.0,20.0,0.0,0.0,0.0,6.0,0.0,0.0,0.0,7.0,0.0,0.0,0.0,35.0,3.0,7.0,26,0,170,72
Dustin,McGowan,P,2.00957526136,mcgowdu01,1,0,21,-6.94,-0.7,1,29.0,20.0,70.0,0.0,1.0,2.0,14.0,1.0,0.0,0.0,18.0,7.0,1.0,0.0,118.0,3.0,21.0,33,10,240,75
Andrew,McKirahan,P,2.10497590051,mckiran01,1,0,22,-5.93,-0.6097560975609756,1,40.0,10.0,82.0,2.0,2.0,0.0,27.0,0.0,0.0,0.0,18.0,2.0,0.0,0.0,129.0,4.0,18.0,25,0,195,74
Yoervis,Medina,P,0.675617161197,medinyo01,0,0,7,-7.0,-0.5925925925925926,1,12.0,4.0,27.0,0.0,0.0,0.0,5.0,0.0,0.0,0.0,7.0,1.0,0.0,0.0,43.0,2.0,7.0,27,2,245,75
Jenrry,Mejia,P,0.662261164368,mejiaje01,1,0,7,-0.0,-0.2727272727272727,1,4.0,2.0,22.0,0.0,1.0,0.0,7.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,27.0,1.0,0.0,26,5,205,72
Mark,Melancon,P,45.5687046364,melanma01,3,51,62,-2.23,-0.30869565217391304,1,57.0,14.0,230.0,2.0,2.0,2.0,78.0,0.0,0.0,0.0,19.0,4.0,3.0,0.0,293.0,63.0,22.0,30,6,210,74
Justin,Miller,P,4.3977549484,milleju02,3,1,38,-4.05,-0.32,1,21.0,11.0,100.0,0.0,0.0,3.0,34.0,0.0,0.0,0.0,15.0,2.0,2.0,0.0,129.0,9.0,15.0,28,1,215,75
Shelby,Miller,P,16.3542728425,millesh01,6,0,171,-3.02,-0.4155844155844156,1,183.0,73.0,616.0,6.0,8.0,17.0,33.0,33.0,2.0,2.0,69.0,13.0,5.0,2.0,860.0,0.0,82.0,25,3,215,75
Rafael,Montero,P,1.24999776696,montera01,0,0,13,-4.5,-0.4666666666666667,1,9.0,5.0,30.0,0.0,3.0,1.0,5.0,1.0,0.0,0.0,5.0,0.0,0.0,0.0,46.0,1.0,6.0,25,1,185,72
Tyler,Moore,OF,0.0,moorety01,0,0,0,-0.0,-0.0,1,0.0,0.0,2.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.0,1.0,0.0,28,3,220,74
Adam,Morgan,P,4.65725394794,morgaad01,5,0,49,-4.48,-0.4150197628458498,1,88.0,17.0,253.0,4.0,0.0,7.0,15.0,15.0,0.0,0.0,42.0,14.0,2.0,1.0,352.0,0.0,45.0,25,0,195,73
Akeel,Morris,P,0.0374809085746,morriak01,0,0,0,-67.5,-3.0,1,3.0,3.0,2.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,5.0,1.0,0.0,0.0,8.0,0.0,5.0,23,0,195,73
Bryan,Morris,P,4.46458695331,morribr01,5,0,47,-3.14,-0.49206349206349204,1,67.0,26.0,189.0,3.0,0.0,4.0,67.0,0.0,0.0,0.0,22.0,3.0,2.0,0.0,277.0,18.0,26.0,28,3,225,75
Brandon,Morrow,P,2.18969140461,morrobr01,2,0,23,-2.73,-0.36363636363636365,1,29.0,7.0,99.0,0.0,0.0,0.0,5.0,5.0,0.0,0.0,10.0,3.0,0.0,0.0,126.0,0.0,10.0,31,8,210,75
Charlie,Morton,P,9.1297496727,mortoch02,9,0,96,-4.81,-0.4599483204134367,1,137.0,41.0,387.0,12.0,6.0,9.0,23.0,23.0,0.0,0.0,69.0,13.0,2.0,1.0,563.0,0.0,77.0,32,7,235,77
Jon,Moscot,P,0.568870612466,moscojo01,1,0,6,-4.63,-0.45714285714285713,1,11.0,5.0,35.0,0.0,0.0,1.0,3.0,3.0,0.0,0.0,6.0,2.0,1.0,0.0,50.0,0.0,6.0,24,0,210,76
Jason,Motte,P,7.85337442629,motteja01,8,6,34,-3.91,-0.4068965517241379,1,48.0,11.0,145.0,2.0,5.0,1.0,57.0,0.0,0.0,0.0,21.0,4.0,2.0,0.0,206.0,18.0,21.0,33,7,205,72
Peter,Moylan,P,0.760154978027,moylape01,1,0,8,-3.48,-0.3870967741935484,1,12.0,0.0,31.0,0.0,0.0,0.0,22.0,0.0,0.0,0.0,4.0,1.0,0.0,1.0,44.0,2.0,5.0,37,9,225,74
Colton,Murray,P,0.866912632213,murraco01,0,0,9,-5.87,-0.5652173913043478,1,11.0,2.0,23.0,0.0,0.0,1.0,8.0,0.0,0.0,0.0,5.0,2.0,1.0,0.0,37.0,6.0,5.0,25,0,195,72
Chris,Narveson,P,3.04483056724,narvech01,3,0,32,-4.45,-0.3626373626373626,1,24.0,9.0,91.0,0.0,0.0,1.0,15.0,2.0,0.0,0.0,15.0,7.0,0.0,0.0,121.0,3.0,15.0,34,9,205,75
Jimmy,Nelson,P,14.1004189651,nelsoji02,11,0,148,-4.11,-0.42857142857142855,1,163.0,65.0,532.0,13.0,4.0,13.0,30.0,30.0,0.0,0.0,81.0,18.0,11.0,1.0,752.0,0.0,89.0,26,2,245,78
Hector,Neris,P,3.91758635639,nerishe01,2,0,41,-3.79,-0.39669421487603307,1,38.0,10.0,121.0,4.0,0.0,2.0,32.0,0.0,0.0,0.0,17.0,8.0,3.0,0.0,170.0,8.0,19.0,26,1,215,74
Juan,Nicasio,P,7.00754716621,nicasju01,1,1,65,-3.86,-0.52,1,59.0,32.0,175.0,1.0,6.0,3.0,53.0,1.0,0.0,0.0,25.0,1.0,2.0,0.0,260.0,12.0,25.0,29,4,250,76
Justin,Nicolino,P,2.16199489032,nicolju01,5,0,23,-4.01,-0.4144144144144144,1,72.0,20.0,222.0,3.0,2.0,4.0,12.0,12.0,0.0,0.0,33.0,8.0,2.0,0.0,301.0,0.0,33.0,24,0,190,75
Jonathon,Niese,P,10.7607169854,niesejo01,9,0,113,-4.13,-0.4660377358490566,1,192.0,55.0,530.0,9.0,2.0,10.0,33.0,29.0,0.0,0.0,81.0,20.0,2.0,0.0,770.0,1.0,93.0,29,7,220,75
Aaron,Nola,P,6.47055849472,nolaaa01,6,0,68,-3.59,-0.39914163090128757,1,74.0,19.0,233.0,2.0,1.0,2.0,13.0,13.0,0.0,0.0,31.0,11.0,0.0,0.0,318.0,0.0,31.0,22,0,195,73
Bud,Norris,P,2.00872014137,norribu01,1,0,21,-5.4,-0.44,1,16.0,6.0,50.0,1.0,0.0,2.0,20.0,0.0,0.0,0.0,10.0,1.0,2.0,0.0,72.0,5.0,11.0,30,6,195,72
Vidal,Nuno,P,1.82431174,nunovi01,0,0,19,-1.88,-0.3488372093023256,1,10.0,5.0,43.0,0.0,1.0,1.0,3.0,0.0,0.0,0.0,3.0,1.0,0.0,1.0,58.0,1.0,3.0,28,2,210,71
Scott,Oberg,P,4.9741012196,obergsc01,3,1,44,-5.09,-0.5085714285714286,1,58.0,31.0,175.0,6.0,2.0,4.0,64.0,0.0,0.0,0.0,33.0,10.0,6.0,1.0,259.0,11.0,35.0,25,0,205,74
Eric,O'Flaherty,P,0.58326496928,oflaher01,0,0,6,-13.5,-0.8846153846153846,1,18.0,5.0,26.0,2.0,1.0,0.0,16.0,0.0,0.0,0.0,13.0,1.0,1.0,0.0,51.0,3.0,13.0,30,9,220,74
Nefi,Ogando,P,0.196920383665,ogandne01,0,0,2,-9.0,-0.75,1,7.0,2.0,12.0,0.0,0.0,0.0,4.0,0.0,0.0,0.0,4.0,0.0,0.0,0.0,21.0,1.0,5.0,26,0,220,74
Josh,Osich,P,2.57324296844,osichjo01,2,0,27,-2.2,-0.37209302325581395,1,24.0,8.0,86.0,0.0,0.0,0.0,35.0,0.0,0.0,0.0,7.0,4.0,2.0,0.0,120.0,6.0,12.0,27,0,230,74
Sean,O'Sullivan,P,3.35255823114,osullse01,1,0,35,-6.08,-0.5352112676056338,1,94.0,20.0,213.0,6.0,5.0,6.0,13.0,13.0,0.0,0.0,48.0,16.0,3.0,0.0,328.0,0.0,49.0,28,6,255,73
Adam,Ottavino,P,3.57016305998,ottavad01,1,3,13,-0.0,-0.16129032258064516,1,3.0,2.0,31.0,1.0,0.0,0.0,10.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,35.0,5.0,0.0,30,5,220,77
Jonathan,Papelbon,P,17.0358242374,papeljo01,2,17,40,-1.59,-0.3277310924369748,1,31.0,8.0,119.0,4.0,1.0,1.0,37.0,0.0,0.0,0.0,7.0,3.0,0.0,0.0,161.0,34.0,9.0,35,10,225,76
Jonathan,Papelbon,P,6.95977720576,papeljo01,2,7,16,-3.04,-0.36619718309859156,1,22.0,4.0,71.0,3.0,1.0,2.0,22.0,0.0,0.0,0.0,8.0,4.0,0.0,1.0,99.0,17.0,13.0,35,10,225,76
Bobby,Parnell,P,2.00948120677,parnebo01,2,1,13,-6.38,-0.6527777777777778,1,30.0,17.0,72.0,0.0,1.0,4.0,30.0,0.0,0.0,0.0,17.0,0.0,4.0,0.0,112.0,8.0,20.0,31,7,205,75
Manny,Parra,P,2.19981016148,parrama01,1,0,23,-3.9,-0.3917525773195876,1,32.0,6.0,97.0,0.0,1.0,2.0,40.0,0.0,0.0,0.0,14.0,2.0,1.0,0.0,130.0,5.0,15.0,33,8,215,75
Jake,Peavy,P,7.41122941235,peavyja01,8,0,78,-3.58,-0.37349397590361444,1,99.0,25.0,332.0,2.0,1.0,6.0,19.0,19.0,0.0,0.0,44.0,12.0,2.0,1.0,448.0,0.0,45.0,34,13,195,73
Ariel,Pena,P,2.5743979357,penaar01,2,0,27,-4.28,-0.4634146341463415,1,24.0,14.0,82.0,2.0,2.0,1.0,6.0,5.0,0.0,0.0,13.0,2.0,2.0,0.0,120.0,0.0,14.0,26,0,250,75
Joel,Peralta,P,4.60921087853,peraljo01,3,3,24,-4.34,-0.41379310344827586,1,28.0,8.0,87.0,0.0,1.0,1.0,33.0,0.0,0.0,0.0,14.0,6.0,1.0,0.0,121.0,7.0,14.0,39,10,210,70
Wily,Peralta,P,5.71296332393,peralwi01,5,0,60,-4.72,-0.5122699386503068,1,130.0,37.0,326.0,4.0,2.0,10.0,20.0,20.0,0.0,0.0,57.0,14.0,5.0,1.0,478.0,0.0,60.0,26,3,245,73
Oliver,Perez,P,3.53335735984,perezol01,2,0,37,-3.1,-0.41379310344827586,1,25.0,11.0,87.0,4.0,1.0,1.0,48.0,0.0,0.0,0.0,10.0,2.0,2.0,0.0,128.0,11.0,12.0,34,13,220,75
Williams,Perez,P,7.71893520712,perezwi01,7,1,73,-4.78,-0.5171428571428571,1,130.0,51.0,350.0,9.0,2.0,6.0,23.0,20.0,1.0,0.0,62.0,13.0,4.0,1.0,514.0,1.0,66.0,24,0,230,73
Yusmeiro,Petit,P,6.43167287683,petityu01,1,1,59,-3.67,-0.39473684210526316,1,75.0,15.0,228.0,1.0,2.0,1.0,42.0,1.0,0.0,0.0,31.0,11.0,3.0,0.0,316.0,15.0,32.0,31,9,250,73
David,Phelps,P,7.35365514983,phelpda01,4,0,77,-4.5,-0.4523809523809524,1,119.0,33.0,336.0,4.0,0.0,8.0,23.0,19.0,0.0,0.0,56.0,11.0,2.0,0.0,482.0,1.0,59.0,29,3,200,74
Kevin,Quackenbush,P,5.5395843267,quackke01,3,0,58,-4.01,-0.4114285714285714,1,52.0,20.0,175.0,1.0,3.0,2.0,57.0,0.0,0.0,0.0,26.0,6.0,0.0,1.0,243.0,19.0,28.0,27,1,220,76
J. C.,Ramirez,P,1.04838919362,ramirjc01,1,0,11,-4.11,-0.41304347826086957,1,15.0,4.0,46.0,0.0,2.0,1.0,12.0,0.0,0.0,0.0,7.0,1.0,1.0,0.0,63.0,4.0,7.0,27,2,250,76
Neil,Ramirez,P,1.43173530655,ramirne01,1,0,15,-3.21,-0.42857142857142855,1,12.0,6.0,42.0,0.0,0.0,0.0,19.0,0.0,0.0,0.0,5.0,1.0,2.0,0.0,60.0,4.0,5.0,26,1,190,76
A. J.,Ramos,P,33.2070728572,ramosaj01,2,32,87,-2.3,-0.33649289099526064,1,45.0,26.0,211.0,3.0,0.0,4.0,71.0,0.0,0.0,0.0,18.0,6.0,2.0,0.0,277.0,51.0,18.0,29,3,205,70
Josh,Ravin,P,1.13634749041,ravinjo01,2,0,12,-6.75,-0.6071428571428571,1,13.0,4.0,28.0,1.0,0.0,1.0,9.0,0.0,0.0,0.0,7.0,3.0,1.0,0.0,47.0,4.0,7.0,27,0,230,76
Robbie,Ray,P,11.3740234077,rayro02,5,0,119,-3.52,-0.44386422976501305,1,121.0,49.0,383.0,8.0,3.0,12.0,23.0,23.0,0.0,0.0,50.0,9.0,2.0,0.0,545.0,0.0,56.0,24,1,195,74
Colin,Rea,P,2.47842536565,reaco01,2,0,26,-4.26,-0.42105263157894735,1,29.0,11.0,95.0,1.0,0.0,2.0,6.0,6.0,0.0,0.0,15.0,2.0,0.0,0.0,133.0,0.0,16.0,25,0,220,77
Chris,Rearick,P,0.390509131013,rearich01,0,0,4,-12.0,-0.8888888888888888,1,6.0,2.0,9.0,0.0,0.0,0.0,5.0,0.0,0.0,0.0,4.0,2.0,0.0,0.0,16.0,1.0,4.0,28,0,200,75
Addison,Reed,P,5.57821687409,reedad01,2,3,34,-4.2,-0.5,1,47.0,14.0,122.0,0.0,5.0,2.0,38.0,0.0,0.0,0.0,19.0,2.0,2.0,0.0,181.0,11.0,19.0,27,4,230,76
Addison,Reed,P,2.39990318207,reedad01,1,1,17,-1.17,-0.34782608695652173,1,11.0,5.0,46.0,0.0,1.0,1.0,17.0,0.0,0.0,0.0,2.0,1.0,0.0,0.0,60.0,3.0,2.0,27,4,230,76
Chris,Reed,P,0.0984601918326,reedch01,0,0,1,-4.5,-0.5833333333333334,1,6.0,1.0,12.0,0.0,0.0,0.0,2.0,0.0,0.0,0.0,2.0,0.0,0.0,0.0,18.0,1.0,2.0,25,0,225,75
Matt,Reynolds,P,1.72986616993,reynoma02,0,0,18,-4.61,-0.5121951219512195,1,14.0,7.0,41.0,1.0,2.0,0.0,18.0,0.0,0.0,0.0,7.0,6.0,0.0,0.0,62.0,3.0,7.0,31,5,240,77
Clayton,Richard,P,2.07540256442,richacl01,4,0,22,-3.83,-0.4251968503937008,1,47.0,7.0,127.0,1.0,1.0,2.0,23.0,3.0,0.0,0.0,18.0,3.0,4.0,0.0,181.0,0.0,18.0,32,7,245,77
Andre,Rienzo,P,1.4427258416,rienzan01,0,0,15,-5.95,-0.5084745762711864,1,17.0,13.0,59.0,1.0,1.0,1.0,14.0,0.0,0.0,0.0,13.0,2.0,3.0,0.0,89.0,5.0,14.0,27,2,190,75
Felipe,Rivero,P,5.66370941822,riverfe01,2,2,43,-2.79,-0.31724137931034485,1,35.0,11.0,145.0,1.0,2.0,1.0,49.0,0.0,0.0,0.0,15.0,2.0,2.0,1.0,189.0,17.0,15.0,24,0,200,74
Donn,Roach,P,0.101958409966,roachdo01,0,0,1,-10.8,-0.9,1,8.0,1.0,10.0,0.0,0.0,1.0,1.0,1.0,0.0,0.0,4.0,0.0,0.0,0.0,18.0,0.0,4.0,26,1,195,72
Tanner,Roark,P,7.45923596762,roarkta01,4,1,70,-4.38,-0.43543543543543545,1,119.0,26.0,333.0,5.0,3.0,7.0,40.0,12.0,0.0,0.0,54.0,17.0,0.0,0.0,467.0,8.0,55.0,29,2,235,74
Kenny,Roberts,P,0.483022352018,roberke02,0,0,5,-5.79,-0.5357142857142857,1,13.0,2.0,28.0,1.0,0.0,1.0,9.0,0.0,0.0,0.0,6.0,0.0,0.0,0.0,43.0,3.0,6.0,27,0,200,73
Kenny,Roberts,P,0.0922561076323,roberke02,1,0,1,-10.38,-0.7692307692307693,1,9.0,1.0,13.0,0.0,0.0,0.0,6.0,0.0,0.0,0.0,5.0,0.0,0.0,0.0,22.0,1.0,5.0,27,0,200,73
Clint,Robinson,OF,0.0959614645943,robincl01,0,0,1,-0.0,-0.3333333333333333,1,1.0,0.0,3.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4.0,1.0,0.0,30,3,245,77
Hansel,Robles,P,5.81781083996,robleha01,4,0,61,-3.67,-0.3395061728395062,1,37.0,18.0,162.0,2.0,1.0,3.0,57.0,0.0,0.0,0.0,22.0,8.0,2.0,1.0,217.0,7.0,27.0,25,0,185,71
Fernando,Rodney,P,1.42090024787,rodnefe01,2,0,15,-0.75,-0.3333333333333333,1,8.0,4.0,36.0,3.0,0.0,0.0,14.0,0.0,0.0,0.0,1.0,1.0,1.0,0.0,50.0,4.0,4.0,38,13,220,71
Francisco,Rodriguez,P,35.4817215716,rodrifr03,1,38,62,-2.21,-0.28654970760233917,1,38.0,11.0,171.0,0.0,1.0,3.0,60.0,0.0,0.0,0.0,14.0,6.0,3.0,0.0,216.0,55.0,15.0,33,13,195,72
Paco,Rodriguez,P,0.769140978552,rodrist02,0,0,8,-2.61,-0.41935483870967744,1,10.0,3.0,31.0,0.0,0.0,0.0,18.0,0.0,0.0,0.0,3.0,0.0,0.0,0.0,42.0,4.0,3.0,24,3,220,75
Sergio,Romo,P,8.36967410426,romose01,0,2,71,-2.98,-0.3546511627906977,1,51.0,10.0,172.0,1.0,2.0,5.0,70.0,0.0,0.0,0.0,19.0,3.0,4.0,0.0,230.0,14.0,20.0,32,7,185,71
Hector,Rondon,P,29.8867849161,rondohe01,6,30,69,-1.67,-0.3333333333333333,1,55.0,15.0,210.0,3.0,2.0,4.0,72.0,0.0,0.0,0.0,13.0,4.0,5.0,1.0,281.0,47.0,19.0,27,2,180,75
Jorge,Rondon,P,0.14593600936,rondojo01,0,0,1,-90.0,-3.6666666666666665,1,8.0,3.0,3.0,0.0,0.0,0.0,2.0,0.0,0.0,0.0,10.0,0.0,0.0,0.0,15.0,1.0,11.0,27,1,215,73
Trevor,Rosenthal,P,45.2611591871,rosentr01,2,48,83,-2.1,-0.4223300970873786,1,62.0,25.0,206.0,1.0,3.0,4.0,68.0,0.0,0.0,0.0,16.0,3.0,7.0,0.0,287.0,57.0,16.0,25,3,220,74
Seth,Rosin,P,0.0124936361915,rosinse01,0,0,0,-22.5,-1.3333333333333333,1,7.0,1.0,6.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,5.0,1.0,1.0,0.0,14.0,1.0,5.0,27,1,265,78
Zac,Rosscup,P,2.76638194489,rosscza01,2,0,29,-4.39,-0.4875,1,26.0,13.0,80.0,0.0,0.0,1.0,33.0,0.0,0.0,0.0,13.0,5.0,1.0,0.0,118.0,6.0,13.0,27,2,220,74
David,Ross,C,0.0,rossda01,0,0,0,-0.0,-0.0,1,0.0,0.0,6.0,0.0,0.0,0.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,6.0,2.0,0.0,38,13,230,74
Joe,Ross,P,6.57601681074,rossjo01,5,0,69,-3.64,-0.3695652173913043,1,64.0,21.0,230.0,2.0,0.0,5.0,16.0,13.0,0.0,0.0,31.0,7.0,1.0,0.0,314.0,1.0,33.0,22,0,205,76
Tyson,Ross,P,20.2509498051,rossty01,10,0,212,-3.26,-0.43537414965986393,1,172.0,84.0,588.0,8.0,3.0,12.0,33.0,33.0,1.0,0.0,71.0,9.0,14.0,0.0,823.0,0.0,78.0,28,5,230,77
Chris,Rusin,P,8.19883103195,rusinch01,6,0,86,-5.33,-0.5341772151898734,1,170.0,41.0,395.0,3.0,5.0,10.0,24.0,22.0,2.0,1.0,78.0,19.0,2.0,2.0,594.0,0.0,88.0,29,3,195,74
James,Russell,P,2.69954438725,russeja02,0,1,20,-5.29,-0.5,1,42.0,9.0,102.0,0.0,2.0,2.0,49.0,0.0,0.0,0.0,20.0,3.0,0.0,0.0,148.0,8.0,24.0,29,5,205,76
Marc,Rzepczynski,P,1.63543170532,rzepcma01,0,0,17,-7.36,-0.4772727272727273,1,17.0,4.0,44.0,2.0,1.0,1.0,27.0,0.0,0.0,0.0,12.0,2.0,1.0,0.0,64.0,1.0,14.0,30,6,220,74
Casey,Sadler,P,0.47233721697,sadleca02,1,0,5,-3.6,-0.3333333333333333,1,4.0,1.0,15.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,2.0,1.0,0.0,0.0,19.0,0.0,2.0,25,1,225,76
Keyvius,Sampson,P,4.01507482096,sampske01,2,0,42,-6.54,-0.5923566878980892,1,67.0,26.0,157.0,0.0,0.0,6.0,13.0,12.0,0.0,0.0,38.0,7.0,4.0,0.0,251.0,0.0,43.0,24,0,225,74
Sergio,Santos,P,1.44204840888,santose01,0,0,15,-4.73,-0.5,1,13.0,7.0,40.0,0.0,1.0,0.0,12.0,0.0,0.0,0.0,7.0,2.0,4.0,0.0,61.0,6.0,7.0,32,5,215,76
Rob,Scahill,P,2.28560289466,scahiro01,2,0,24,-2.64,-0.532608695652174,1,33.0,16.0,92.0,1.0,5.0,4.0,28.0,0.0,0.0,0.0,9.0,3.0,1.0,0.0,142.0,13.0,15.0,28,3,220,74
Max,Scherzer,P,26.3543462098,scherma01,14,0,276,-2.79,-0.30612244897959184,1,176.0,34.0,686.0,5.0,2.0,12.0,33.0,33.0,4.0,3.0,71.0,27.0,10.0,1.0,899.0,0.0,74.0,31,7,215,75
Brian,Schlitter,P,0.378463577802,schlibr01,1,0,4,-7.36,-0.6363636363636364,1,12.0,2.0,22.0,0.0,0.0,2.0,10.0,0.0,0.0,0.0,6.0,2.0,0.0,0.0,35.0,3.0,6.0,30,5,240,77
A. J.,Schugel,P,0.482583686569,schugaj01,0,0,5,-5.0,-0.8148148148148148,1,17.0,5.0,27.0,0.0,2.0,0.0,5.0,0.0,0.0,0.0,5.0,2.0,0.0,0.0,51.0,2.0,13.0,26,0,205,72
James,Shields,P,20.6067493274,shielja02,13,0,216,-3.91,-0.44481054365733114,1,189.0,81.0,607.0,9.0,5.0,7.0,33.0,33.0,0.0,0.0,88.0,33.0,7.0,1.0,860.0,0.0,93.0,34,9,215,75
